GEO_id2	foreign_born_pct	edu_less_hs	unemployment	below_poverty	female_headed_hh	pct_Hispanic	pct_Black
39017011002	3.4556235	7.1388262	4.304419	1.5378914	5.6367432	1.0468779	7.4393181
39017011003	2.029749	4.8351648	5.6024775	3.3156285	2.866861	0	5.4229935
39017011004	4.8629365	23.1831634	12.8514056	23.3473443	21.2389381	1.4457379	20.2778821
39017011109	4.851083	7.165109	6.8631409	8.4837545	6.1270377	7.3330325	4.9638989
39017011110	3.1085155	4.9793673	6.6737288	2.279578	4.4157243	2.241899	0
39017011111	4.0810017	9.5669916	8.4074606	4.4629957	3.419183	0	1.6231257
39017011112	5.8446317	3.4401647	4.0056718	1.1734029	1.4925373	2.1069989	7.3103701
39017011116	9.8107331	5.5589246	3.2839963	3.0204573	0.5737705	3.0666028	8.2055582
39017011117	5.3720653	6.8185543	4.3478261	5.1449203	3.4919654	5.4814962	1.8802228
39017011118	3.820871	2.984127	4.1004184	1.4379622	5.0473186	3.5332786	3.6154478
39017011120	5.7122708	2.5497195	6.2357631	2.1720733	7.320442	2.0310296	5.5430183
39017011121	6.7277015	5.2124912	3.1537818	4.3128964	2.8110599	1.0958524	8.836177
39017011122	15.7592465	1.5988877	2.4902724	6.6161268	7.5575576	7.5350333	18.9983919
39017011123	16.8690096	11.9337017	4.7797563	25.428449	22.3964166	13.3759318	31.6932907
39017011125	12.5033684	3.2931727	5.3515215	0.3515414	6.3565892	2.9102668	3.3144705
39017011126	25.1853159	7.8125	6.820365	3.232108	11.8699187	13.6074832	9.1775503
39017011127	9.9978027	3.5264484	4.391468	2.9568697	10.2171137	0	6.2843331
39017011128	8.9171975	2.8182702	6.5462754	1.910828	4.130809	0.6369427	2.2611465
39017011129	3.9943609	2.5080616	4.5789043	0	5.1581843	0.6109023	6.7434211
39017011130	10.296991	7.3298429	2.8608165	3.5756155	0.5785921	12.797968	4.9237984
39017011131	3.8896277	1.8396226	2.2298456	0.4321809	0.7532957	2.5930851	3.5239362
39017011200	1.9152232	4.9603578	5.180121	3.2087136	7.9528719	2.070131	0.1971553
39017011300	1.4285714	14.1196581	6.8065507	11.5981285	9.009009	3.4285714	4.1538462
39017011800	0.9332113	5.9772032	6.8965517	3.6230558	5.453668	2.7630375	0
39017012100	0.3567182	18.064247	13.9135255	12.098692	3.327787	0.3864447	0
39017012200	3.9315155	34.0854537	12.7774042	23.7793278	4.7149894	0	0.6658212
39017012300	0.3022453	16.8967784	9.2863285	13.2124352	8.1165453	0	0
39017012400	1.498751	4.6733935	7.8512397	6.335034	5.9405941	0.7493755	3.4554538
39017012500	2.6509288	11.7414248	4.2101043	9.8229916	5.1160587	0.6772446	9.2685759
39017012600	3.1050617	7.6013514	1.8987342	6.2740077	2.4691358	2.8498511	4.7213952
39017012700	1.9411586	18.80216	10.5477856	14.9281126	11.3458529	0.8492569	6.7940552
39017013000	3.4083993	20.5625606	20.6036745	30.0061237	21.6066482	1.7650639	55.3256239
39017013100	0.5466779	32.3131673	11.9647355	43.9865433	26.9650655	0.7569386	55.0462574
39017013200	0	23.1288344	12.8277154	39.5053004	21.0871603	2.9235646	7.5378655
39017013300	1.539742	14.535585	7.5770192	6.866417	6.3192905	6.5751144	1.6645859
39017013400	4.7463937	20.3825463	17.769719	30.6654258	10.7142857	0	9.771987
39017013500	1.1153712	28.761062	12.5245902	21.438646	6.7811935	2.2655978	4.8100383
39017013600	2.1584158	12.2644424	13.2882081	21.9482619	17.0580964	5.8217822	10.2574257
39017013900	0	36.5942029	12.8345916	10.7371256	8.6655113	0	0
39017014000	1.1376147	29.0752351	22.7180527	45.9449541	35.4871795	4.3669725	37.2110092
39017014100	0.5258126	30.0853485	6.4700285	14.2447419	8.5459184	0.3824092	11.6634799
39017014300	1.5579791	12.9183793	8.6384204	10.9968708	7.8780909	0.3783664	1.1128422
39017014400	5.2029136	36.2676056	26.1124122	41.64859	3.2296651	0	10.9261186
39017014600	7.1205497	49.0909091	4.9327354	59.1505309	8.5784314	11.492817	9.9312929
39017014700	0.6528328	14.486692	7.3294019	16.5538174	6.9876688	0.1865237	3.357426
39017014800	2.6870608	16.3716814	9.7575399	17.8506119	15.3169014	1.8878324	5.7599559
39017014900	2.0180665	11.0668302	8.9179548	10.787172	5.7538626	1.7682107	0
39017015000	0.4748714	13.8117428	3.9116078	7.4196974	2.6520509	5.2763488	0.8310249
39017015100	1.0231317	16.2886598	4.1980313	9.0990587	16.0292222	0	3.188019
39019720100	0.4626952	17.4016121	7.8444748	14.1700405	0.779896	0	0.2602661
39019720200	0.4223865	15.3602534	10.4788732	9.0804927	2.5917927	1.1087645	0
39019720300	1.139287	13.6530398	6.3875089	6.890849	6.7364588	0.183756	0.6247703
39019720400	0	15.5043587	3.5955056	11.5951743	4.7205643	0.5138517	1.4075067
39019720500	0	19.5725534	6.031746	18.7786869	8.3663366	0	0.3929273
39019720600	0	20.0606586	3.7458194	14.7663551	3.7307974	2.7102804	0
39019720700	2.014756	16.7614714	11.2128147	13.766007	1.71278	1.1918275	0.4540295
39021010100	1.2979351	10.571185	6.401766	4.5427729	2.1523179	0.8259587	1.2979351
39021010200	0.6905299	11.1380145	4.9141504	9.2503536	7.5317233	1.4656144	0.126832
39021010400	1.3688017	17.12627	18.287037	25.8522727	9.55297	1.9886364	4.1838843
39021010500	0.1806277	14.0148951	7.638191	20.9936678	13.2947977	1.4675999	2.1223753
39021010600	2.6963351	9.3241042	1.9165727	5.7931781	7.1757735	3.7172775	6.0209424
39021011001	0.7341577	7.0833333	8.317089	11.4760433	3.0612245	0	0
39021011501	2.1548284	9.5045501	7.3680213	10.0461199	8	1.8355946	1.8555467
39021011504	1.8846589	9.8915989	6.4647211	16.3965322	5.0546448	0.0188466	0.5842443
39021011505	0.9376891	17.0979667	8.8848039	12.1629902	8.7885986	0.6049607	2.9038113
39021011506	0.7625995	8.8587806	10.4020421	7.5919732	5.424322	0.2320955	0.464191
39023000200	3.4070532	25.8687259	20.2970297	40.2869097	27.5272162	0	63.1799163
39023000300	1.5446609	13.0272953	20.7407407	40.3991741	31.8890815	1.4103425	28.4083277
39023000400	0.5734451	34.7826087	20.5736894	39.3939394	6.4195298	1.6321129	12.3070137
39023000500	7.0776256	36.5301724	16.2790698	41.2100457	20.2743902	5.5936073	0
