OBJECTID	FIPS	AvComTm	PerNVHHs	PerColAtt	PerInd	FreRedLun	ValAdd	CoEdSites	UnempRT	MedRnt	MedHmVal	PerLIHTC	mRFEI	PerFamPov	PerPT	IntAcc	JobRatio	Shape_Length	Shape_Area	OI_v1
1	39123050100	3.120842569	0.299806453	0.781686168	0.974274224	0.375933442	0.112069571	-0.940637528	0.656435577	-0.661749505	3.379354373	-0.194284333	-1.244787506	0.954639142	-0.528110467	1.192146047	-0.081869759	39999.42194	28712567.69	0.512234279
2	39069000600	-0.611592015	0.639250723	-0.595765933	-2.489036373	-0.157214011	-0.035995814	-0.940637528	0.079567599	-0.434458114	-0.523389951	-0.194284333	1.030417381	0.273503774	-0.528110467	-0.021840214	-0.095429163	74025.90222	304744295.2	-0.287813402
3	39069000100	-1.026306969	0.642063797	-0.379081684	0.925940773	0.443656373	0.383089829	-0.940637528	0.698100676	-0.097730127	0.114767352	-0.194284333	0.499536239	0.82983387	-0.528110467	-0.993029224	-0.095934182	71907.83609	312560299.1	0.01761715
4	39069000500	-0.404234539	0.771465203	-0.697567719	-1.464295606	-0.157214011	-0.685462944	-0.940637528	0.142422336	-0.207166723	-0.362765323	-0.194284333	-1.244787506	0.536396123	-0.504460332	-0.507434719	-0.119190129	86800.89268	449443429.9	-0.377451109
5	39069000200	1.254625277	0.736770623	-0.184008988	0.809333787	0.429838778	0.298800396	-0.940637528	1.06415045	0.441034651	0.266709568	-0.194284333	1.485458359	0.966369457	-0.528110467	-0.507434719	-0.06926469	117454.7575	382775791.1	0.333084414
6	39069000700	0.217837892	0.647689945	-0.579841631	-1.339794552	0.613172636	0.136942425	-0.940637528	0.863811864	-0.463921813	-0.356977049	-0.194284333	0.499536239	0.403561568	-0.528110467	-0.507434719	-0.086261969	93771.06599	387148919.8	-0.100919468
7	39069000400	1.254625277	-0.331259827	-0.61794621	-1.523104687	0.655043293	-0.018779987	-0.940637528	-0.23355859	-0.552312909	-0.532072363	0.548967748	0.256847719	-0.499387194	-0.407562175	-0.507434719	0.001458942	33768.12586	65765497.18	-0.215444576
8	39069000300	0.839910323	0.583926933	-0.43026694	-1.523104687	0.655043293	-0.018779987	-0.940637528	0.689773411	-0.005129931	-0.134128466	-0.194284333	0.696720666	0.726041223	-0.356780576	1.192146047	-0.056592623	23355.27463	27460697.18	0.107741052
9	39103409002	-1.855736877	0.663630698	-0.366001008	0.909963042	1.202481928	-0.131829705	0.029451481	0.676388026	0.028542867	0.622688471	-0.194284333	-1.244787506	0.646737787	-0.460795254	1.192146047	-0.119684002	43815.86184	93170451.44	0.099931979
10	39103403001	-1.441021923	0.807097475	-0.304578701	0.993936618	1.29953939	0.490040071	0.029451481	0.978336002	0.769344437	0.914996352	-0.194284333	-1.244787506	0.693567279	-0.528110467	-1.478623728	-0.118332226	40827.93463	103601560.6	0.104160639
11	39103402000	-0.611592015	0.828664376	0.012769884	0.993936618	1.49733158	0.490040071	0.514495986	0.736731657	0.680953341	1.595118648	-0.194284333	0.575376404	0.946176287	-0.442304906	0.46375429	-0.081755089	43347.35852	117869018.1	0.5003383
12	39103408301	-1.233664446	0.944938103	1.560839504	-1.198689528	1.366955883	0.412980922	-0.455593023	0.873684191	1.316527415	1.106009422	-0.194284333	-0.059514105	0.80610329	-0.528110467	0.46375429	0.191691962	19128.98472	13048625.47	0.335851818
13	39103408302	-0.818949492	0.655191476	1.264533746	-1.20268827	1.582605085	-0.007193673	-0.455593023	0.762833009	0.196906861	0.752924656	-0.194284333	-0.038928916	0.821966667	-0.48745534	-0.507434719	-0.091211798	19057.9451	17259968.57	0.139576371
14	39103408100	-1.233664446	-0.495355814	0.102059719	-1.301128558	1.366955883	0.412980922	-0.940637528	0.580774217	-0.484967312	0.492452287	-0.194284333	0.383609135	0.361667778	-0.177767669	-0.507434719	0.028325491	21863.40544	21603598.46	-0.100400934
15	39103404000	-1.026306969	0.944938103	0.805572621	0.97456915	1.366955883	0.003787332	-0.455593023	0.947644361	None	1.273869393	-0.194284333	-0.258865387	0.985328591	-0.431215427	-0.021840214	-0.022649286	42844.44699	60698136.16	None
16	39103407000	-0.818949492	0.808972857	1.226997892	1.024036343	1.582605085	-0.007193673	0.99954049	0.389911958	2.612930163	2.31286473	-0.194284333	-0.789746529	0.804206258	-0.528110467	0.706551542	-0.089352317	40942.36134	76262870.99	0.627561282
17	39103406000	-0.196877062	0.944938103	1.258846496	1.286252682	0.56557495	-0.102217409	1.484584995	0.994022461	0.845108234	2.553078137	-0.194284333	-1.244787506	0.569265327	-0.465229871	1.192146047	-0.046528688	44693.8011	118871295.1	0.590243285
18	39103417000	0.010480415	0.342002564	0.550783793	1.214959026	0.333545212	2.349761982	0.514495986	0.667370738	0.428407351	0.54599383	-0.194284333	0.461616159	0.942938213	-0.528110467	0.706551542	0.019997043	24498.78621	34274013.08	0.522906816
19	39103417200	-0.196877062	0.612995365	0.789079594	1.12006934	1.271959916	1.292617121	-0.455593023	0.536178818	0.003288268	0.548887967	-0.194284333	0.984913283	0.542993707	-0.412503906	1.192146047	-0.076105029	20206.53576	25309879.41	0.47248538
20	39103417300	-0.818949492	0.035377492	0.086704142	1.185858983	1.191143699	2.161037034	0.514495986	0.305729181	-0.434458114	0.446146088	-0.194284333	1.182097705	0.437149787	-0.468509097	0.46375429	-0.074390938	23340.64912	34027164.88	0.376181401
21	39103412000	-0.611592015	0.8802374	-0.016235094	0.89711651	-0.030682726	-0.322971554	-0.455593023	0.759213753	0.289507057	0.810807404	-0.194284333	-0.713906364	0.805532329	-0.520210358	0.706551542	-0.082253094	43142.49155	116046428.7	0.13757734
22	39103403002	-1.441021923	0.870860487	0.592869448	1.041502111	1.410748745	0.490040071	0.514495986	0.590071639	0.866153734	1.495270906	-0.194284333	-1.244787506	1.043409089	-0.528110467	0.220957038	-0.088703005	40607.81093	77477468.76	0.352467001
23	39103408202	-1.233664446	0.290429539	0.730500913	-1.30701751	1.479530283	-0.173905232	-0.940637528	0.880752576	0.129561263	0.797783786	-0.194284333	0.638215397	0.851666004	-0.469126697	-0.507434719	-0.099129871	13964.13145	10347800.21	0.054577464
24	39103408003	-1.026306969	-1.191122797	0.632111477	0.793769719	1.366955883	-0.408778592	-0.455593023	0.703150274	0.882990133	0.787654305	-0.194284333	1.364114096	0.932942577	-0.528110467	-0.264637467	0.077382816	16196.36813	10229977.53	0.217014852
25	39103417100	0.217837892	0.584864624	0.79988537	1.148589104	0.445478876	1.483142105	0.029451481	0.639357219	0.289507057	0.561911585	0.67749861	0.762837729	0.837489791	-0.425444939	1.192146047	0.04928469	20062.20892	24736856.74	0.580864828
26	39103408001	-0.611592015	0.505160859	0.773724017	0.988501547	1.366955883	0.412980922	-0.455593023	0.61875177	0.71883524	0.210273888	-0.194284333	0.704074861	0.778789031	-0.307407033	-0.021840214	0.021858725	12317.19753	5257335.274	0.344324383
27	39103408201	-0.611592015	0.467653205	0.184524853	-1.346551047	1.3260324	0.712929262	-0.940637528	0.752946002	-0.29134872	0.321698179	-0.194284333	0.251791709	0.216779455	-0.437932868	-0.507434719	0.055013875	28439.37493	32967085.26	-0.002525768
28	39103408002	-0.818949492	-0.068706248	1.24917817	0.97456915	1.366955883	0.003787332	-0.455593023	0.639946995	4.523861486	2.003192025	-0.194284333	0.044495262	0.91385295	-0.528110467	-0.021840214	0.187033037	16352.39851	13282084.69	0.613711782
29	39145002600	-2.892524261	0.417955563	-0.673681266	0.556068654	0.128498199	0.284081266	-0.940637528	0.663067041	-0.51864011	-0.585613905	-0.194284333	1.333778034	-0.124941885	-0.528110467	-1.721420981	-0.113630613	88491.19113	256704889.5	-0.306877287
30	39145002700	-1.233664446	0.664568389	-0.435385465	1.067936324	0.626349496	0.808341973	-0.940637528	0.182885307	-0.101939227	0.064119947	-0.194284333	-1.244787506	0.484934083	-0.437139517	-0.264637467	-0.130455627	93434.09202	237345437.8	-0.067737225
31	39145002300	-3.514596692	0.416080181	-0.642401388	0.501982225	0.234442381	0.443404971	-0.455593023	0.177089855	-0.476549112	-0.523389951	-0.194284333	-1.244787506	-0.128727652	-0.39657226	-0.750231971	-0.119707579	138870.9189	517082059.2	-0.417115116
32	39145004000	-1.855736877	0.542668513	-0.675956167	0.144123566	-0.764454604	-2.087960229	-0.940637528	0.143062402	-0.266094121	-0.516154607	-0.194284333	-1.244787506	0.132323553	-0.528110467	-0.021840214	-0.120504302	100306.5679	485031819.4	-0.515896433
33	39145002400	-1.855736877	0.50609855	-0.770933252	0.501982225	0.234442381	0.443404971	-0.455593023	0.007938795	-1.086868587	-0.271599994	-0.194284333	-1.244787506	-0.417063946	-0.528110467	-0.750231971	-0.121491759	77651.45202	240927821.7	-0.375177175
34	39145002500	0.010480415	0.652378401	-0.356901407	-0.176867383	-0.906608833	-0.582447983	-0.455593023	0.31121445	-0.476549112	-0.319353262	-0.194284333	-1.244787506	-0.173921448	-0.262015305	0.220957038	-0.113890539	81374.85804	135924435	-0.254261864
35	39145003100	0.632552846	-0.251556062	-0.93472607	0.144514248	-1.765252381	-1.238660387	-0.940637528	-0.219091882	-1.158423285	-0.843192137	1.024523104	0.748725347	-0.767630653	-0.193633557	-0.264637467	0.00552813	38508.19551	40415279.05	-0.376349858
36	39145003200	1.461982753	-1.197686637	-0.811312731	-0.115449927	-1.765252381	-0.958735984	-0.940637528	-0.13965295	-1.301532679	-1.191935697	-0.194284333	1.273105901	-0.862698355	-0.528110467	-0.750231971	-0.100831226	12561.01266	8483039.033	-0.507704013
37	39145003600	2.498770138	-1.690912288	-0.764677276	-0.018221901	-0.567973957	-2.003678833	-0.940637528	-0.073861749	-1.570915068	-0.76070922	4.782602821	-0.533334551	-1.41078759	-0.528110467	-1.478623728	0.194682194	9501.13795	3548125.427	-0.304149313
38	39145003800	1.0472678	0.883050474	0.475712085	-0.474526593	-1.537245702	-0.958735984	-0.455593023	-0.404120162	-0.724886002	-0.375788942	-0.194284333	-0.174357779	0.577116576	-0.528110467	0.706551542	-0.039233538	38724.80305	41087312.05	-0.136074003
39	39145003900	-1.441021923	0.372008687	-0.951219097	0.140262712	-0.294024918	-1.0589593	-0.940637528	-0.356572408	-0.838531697	-0.8171449	-0.194284333	0.142004045	-0.011587589	-0.528110467	-0.021840214	-0.10867741	33418.78151	37281395.95	-0.431771021
40	39145002800	-0.611592015	0.378572527	-0.700411344	1.12921589	-0.103420108	0.051897315	-0.940637528	-0.11974585	-0.569149308	-0.394600835	-0.194284333	0.272015751	-0.29762444	-0.528110467	-0.507434719	-0.113574266	65411.30721	165107105.1	-0.203055233
41	39145002100	-1.6483794	0.581113859	-0.407517937	0.573689545	0.265476254	0.222985367	-0.455593023	0.288079243	-0.396576215	-0.160175703	0.412036399	-0.15268916	0.332274019	-0.528110467	0.220957038	-0.116797111	81263.71837	216971704	-0.060576706
42	39145003000	0.217837892	0.168529664	-1.151979044	-0.34084452	-0.312606241	-0.750355875	-0.940637528	0.141478846	-0.842740797	-0.789650594	-0.194284333	-1.244787506	-0.389477134	-0.528110467	-0.021840214	-0.116201578	22234.80428	21835938.07	-0.443479339
43	39145002200	-0.611592015	0.252921885	-0.444485066	0.583031433	-0.211606082	0.331282584	-0.455593023	-0.053489428	-1.01952299	-0.090716405	-0.194284333	-0.096350755	-0.316715397	-0.528110467	-0.507434719	-0.112894591	72426.76266	171334412.3	-0.217222461
44	39145002900	0.217837892	0.078511294	-0.34723308	1.067936324	0.626349496	0.386996645	-0.940637528	0.824222928	-0.804858899	0.142261658	-0.194284333	0.84840099	0.193551788	-0.528110467	0.220957038	-0.047563372	37569.59921	41675421.3	0.109021148
45	39145003300	1.66934023	-1.106730576	0.108315694	-0.007167908	-1.537245702	-0.958735984	-0.940637528	-0.357107995	0.049588367	-0.471295477	-0.194284333	0.878737057	-0.332788502	-0.506543078	-0.021840214	-0.054294935	9366.698863	3177777.694	-0.23641818
46	39145003400	1.461982753	-1.21362739	-0.716904371	-0.007167908	-1.537245702	-0.958735984	-0.940637528	-1.658958519	-0.724886002	-1.024075726	-0.194284333	-0.009676284	-1.257826447	-0.313466984	-0.507434719	-0.097402892	7276.717028	2316136.585	-0.606271752
47	39145003500	2.084055184	-0.822610096	-1.050745983	-0.007167908	-1.537245702	-0.797778829	-0.940637528	-0.619886998	-0.766977	-1.103664505	-0.194284333	0.040358525	-1.032160393	-0.284373301	-0.750231971	-0.059917739	9885.672404	3192604.578	-0.490204286
48	39145003700	1.66934023	-0.38189516	-0.227232092	0.256662867	-1.151999504	-0.211222831	-0.940637528	-0.750542801	-1.225768882	-0.646390792	-0.194284333	-0.425713747	-2.583145342	-0.307057542	-0.021840214	-0.024022155	8033.579206	2108620.494	-0.447859364
49	39103415100	-1.233664446	0.944938103	0.489930211	0.95113974	1.139996311	-0.555875772	0.514495986	0.560134675	1.813201195	1.126268384	-0.194284333	0.071581034	0.763419704	-0.322491197	1.192146047	-0.056801597	15177.19965	11423676.45	0.450258378
50	39103415200	-0.818949492	0.611119982	0.140733023	0.889509708	1.139996311	0.421856407	0.514495986	0.616015747	0.811435436	0.407075233	-0.194284333	0.840094686	0.872355359	-0.330924334	1.192146047	-0.059690017	11815.96253	8225506.652	0.440811609
51	39103415400	-0.404234539	0.474217045	-0.211307791	0.886619813	1.633195313	0.389719888	0.029451481	0.431434263	0.053797466	0.440357813	-0.194284333	-0.15268916	0.605995175	-0.467606099	1.192146047	-0.111798107	11042.58501	7268269.667	0.287188392
52	39103415800	-1.441021923	0.654253784	0.586044747	0.924929597	1.362888607	-0.253247747	0.029451481	1.009955921	0.96296303	0.881713771	-0.194284333	-1.244787506	0.803975805	-0.128375567	1.192146047	-0.103360235	19973.70311	15787069.56	0.315202842
53	39103416000	-1.233664446	0.517350847	-0.281260973	0.850659864	1.11938135	0.638907985	0.029451481	1.098716704	0.21795236	0.382475065	-0.194284333	1.040918325	0.971116162	-0.236034938	0.949348795	-0.019114947	15978.70293	10699859.39	0.365744956
54	39103416100	-1.233664446	0.795845178	-0.235194243	0.878197175	1.033077096	0.561844753	0.029451481	0.74430944	0.571516745	0.163967689	-0.194284333	0.423696079	0.244479566	-0.411481216	1.192146047	-0.118627377	20190.75959	23780460.93	0.277829977
55	39103416200	-1.855736877	-0.02088399	-0.034434296	0.886619813	1.294859237	0.389719888	-0.455593023	0.481155294	0.028542867	0.855666534	0.867257628	0.029327231	0.460589626	0.069768434	0.46375429	-0.088901948	19251.2637	22683017.19	0.210731919
56	39103416300	-0.404234539	0.889614314	0.295994965	0.924671058	1.312381954	-1.360715424	0.029451481	0.616111835	-0.135612026	0.603876578	-0.194284333	-1.244787506	0.856646343	-0.452704702	1.192146047	-0.120804433	8963.418354	3406796.177	0.175484476
57	39103416400	-1.6483794	0.510787007	-0.013960194	0.917885836	1.48000387	-0.785608802	0.029451481	0.580314561	1.152372522	0.583617616	-0.194284333	-1.244787506	0.334724097	-0.433523281	1.192146047	-0.127524472	10681.3905	4898924.036	0.145827191
58	39103409001	-1.855736877	0.781779808	-0.260218146	0.89711651	-0.030682726	-0.322971554	-0.940637528	0.408789731	0.840899135	1.046679605	-0.194284333	-1.244787506	0.893369355	-0.528110467	0.46375429	-0.128020374	43937.47877	120304781.8	-0.010816317
59	39103415300	-1.233664446	0.484531649	-0.201639465	0.824731241	1.582688659	0.259984389	0.029451481	0.630471995	0.159024962	0.172650101	-0.194284333	0.380358841	0.78938243	-0.528110467	1.192146047	-0.061013909	10638.63096	6556290.867	0.267919323
60	39103411001	-0.818949492	0.236043441	-0.20903289	0.89711651	1.362220014	-0.322971554	-0.940637528	0.20923285	-0.03038453	0.480875737	-0.194284333	1.485458359	0.60845313	-0.528110467	0.949348795	0.012555377	62972.7695	99475496.79	0.199808339
61	39103411002	0.217837892	0.236981132	-0.839180259	0.89711651	1.362220014	-0.322971554	-0.940637528	0.315301936	-0.880622696	-0.565354943	-0.194284333	0.954577217	-0.246929621	-0.528110467	0.46375429	-0.085287037	19160.95862	20281556.95	-0.00972434
62	39103400100	-1.233664446	0.944938103	0.640642353	0.936236384	1.279008004	0.82774793	3.909807518	0.644416522	None	2.460465739	-0.194284333	-0.423546887	0.815844374	-0.52317604	1.192146047	-0.083989204	44399.84006	123062351.7	None
63	39103410000	-2.477809308	-0.185917668	-0.421167339	0.501189371	1.359852079	-0.269306121	-0.940637528	0.289381572	-0.447085413	0.528629005	-0.194284333	-1.244787506	0.544780713	-0.483794618	-0.264637467	-0.121785563	64071.12501	226792144.9	-0.239211258
64	39103405000	-0.611592015	0.750835993	1.329937129	1.357644011	1.65186021	-0.133602518	2.454674004	0.832009699	1.594328004	2.309970593	-0.194284333	-1.244787506	0.582080316	-0.528110467	1.192146047	-0.0531828	41428.32891	106744085.4	0.705620398
65	39103413000	-0.818949492	0.691761438	-0.278417348	0.737454107	0.742907598	0.158224793	0.029451481	0.863167723	-0.072475528	0.638606227	-0.194284333	0.727056728	0.917849734	-0.515357705	0.706551542	-0.076790365	42772.32053	114448106.1	0.266047288
66	39165031902	-0.404234539	0.682384525	2.144920143	1.4165048	1.910382958	2.754325409	0.514495986	0.712953112	0.369479954	0.84987826	-0.194284333	-0.046512934	0.814851611	-0.47719129	1.192146047	0.032916597	26248.97525	26635203.84	0.767063519
67	39165031903	-0.196877062	0.847418203	2.666441025	-0.954300912	1.910382958	2.754325409	0.514495986	1.003214283	1.956310589	2.832362399	-0.194284333	-0.963095472	1.043409089	-0.363505402	1.192146047	-0.000153521	23648.95829	28541301.89	0.87801808
68	39165030101	-0.404234539	0.815536697	-0.79425098	-1.577794374	0.668638023	-0.36231596	0.99954049	0.083637363	-0.106148327	0.075696497	-0.194284333	-0.789746529	0.765144162	-0.528110467	0.949348795	-0.131887863	23083.03087	20410779.35	-0.033201959
69	39165032005	0.010480415	0.725518327	2.111365364	1.273997918	0.93950189	1.200357302	0.029451481	1.097057764	1.876337693	1.694966389	-0.194284333	0.829752847	0.91702043	-0.395933128	1.192146047	0.427492842	21000.78169	24405557.47	0.858451828
70	39165031904	0.010480415	0.253859577	0.849933176	1.440646631	1.874641074	2.754325409	0.029451481	0.221841869	1.392291212	0.268156636	-0.194284333	-1.01365558	0.734952821	-0.327794883	1.192146047	-0.020503171	13871.27734	11787420.84	0.591655524
71	39165032003	-0.196877062	0.800533635	1.372591508	1.080317483	0.881584994	0.947905311	-0.455593023	0.963876255	1.505936908	1.185598201	-0.194284333	0.272015751	0.978857177	-0.485399119	1.192146047	0.227151711	24932.02475	23522570.94	0.62977259
72	39165032006	-0.196877062	0.42264402	2.189849423	1.194327587	0.793776406	0.830656143	-0.940637528	0.686442082	1.628000803	0.899078596	-0.194284333	1.175203148	0.973327552	-0.190344976	1.192146047	0.268165465	11427.22834	6293543.455	0.670717086
73	39165032100	-0.196877062	0.8802374	0.774861468	1.215039456	1.505856145	0.628077766	-0.455593023	0.11219384	0.314761656	1.072726842	-0.194284333	0.787728861	0.756293792	-0.509516404	0.949348795	-0.073257874	41292.20186	83360492.61	0.472974833
74	39165030102	0.010480415	0.715203722	-0.686761943	-1.480049269	0.668638023	-0.694239035	0.99954049	0.099636818	0.293716157	-0.058880893	-0.194284333	-1.244787506	0.382369397	-0.488318577	1.192146047	-0.109864576	22025.24663	12894970.34	-0.037215941
75	39165032007	0.425195369	0.500472402	1.199130364	1.062139293	1.709442809	0.500287073	-0.455593023	0.9849894	1.249181818	0.706618457	-0.194284333	1.660974166	0.912904793	-0.528110467	1.192146047	-0.099774977	15858.53668	10989186.93	0.676607449
76	39165030700	-0.196877062	0.449837069	-0.261924321	-0.245454996	-0.366226032	0.348351287	0.514495986	-0.2136386	-0.202957623	0.706618457	-0.194284333	1.450427425	0.740853441	-0.528110467	0.46375429	0.029897438	30584.02242	47652092.21	0.155922622
77	39165030200	-1.026306969	0.460151674	-1.013210129	-1.613265971	0.406298721	-0.88146333	0.99954049	-0.759687555	-0.628076706	-0.710061815	-0.194284333	0.499536239	-0.703402919	0.056143318	-0.264637467	-0.122051825	10740.35069	7047833.157	-0.343423661
78	39075976500	-1.441021923	0.387011749	-0.937569695	-1.528327181	0.452180937	-0.14958516	-0.455593023	0.669707813	-0.889040895	0.097402528	-0.194284333	-0.001008836	0.261847599	-0.42544018	-1.235826476	-0.12016526	112743.8848	414233873.1	-0.344357021
79	39075976600	-0.196877062	0.510787007	-0.892640415	0.56916798	-0.578873529	-0.41117245	-0.940637528	0.048674194	-0.729095102	-0.12978726	-0.194284333	0.120335426	0.423040643	-0.463354704	-0.750231971	-0.122444572	98052.86204	360519806.8	-0.233587105
80	39075976700	1.254625277	0.125395861	-0.728847597	0.769920902	0.325844659	-0.143847952	-0.940637528	0.087734919	-0.977431992	-0.236870345	0.570283734	1.652306719	0.183455804	-0.51000477	0.706551542	-0.018853187	60887.77879	93812836.15	0.132476628
81	39075976302	0.632552846	-3.396572858	-1.231031827	0.808334102	0.845090942	-0.218528702	-0.940637528	1.147534385	-0.678585904	1.475011944	-0.194284333	1.182097705	0.484572376	-0.284448159	-3.421001747	-0.07726807	68468.19791	192414225.6	-0.241697802
82	39075976301	2.084055184	-4.12609673	-0.954631447	0.718368158	0.637548434	1.494042638	-0.940637528	1.076737466	-0.266094121	1.325963867	-0.194284333	1.186431429	0.413702927	-0.182679073	-3.663798999	-0.083229893	57356.97455	116382895.7	-0.092162626
83	39075976802	0.425195369	-4.539618616	-0.991598576	0.532403686	-0.227527742	-0.271125091	-0.940637528	1.207334307	-1.52461497	1.787578787	-0.194284333	-1.244787506	0.161504689	-0.324322259	-2.207015485	-0.070781783	73484.87077	194943144.1	-0.526393566
84	39075976801	0.632552846	-4.469291765	-1.063257934	-1.520013706	0.64777234	1.240397185	-0.940637528	1.214912053	-1.52882407	1.064044429	-0.194284333	1.364114096	0.183253192	-0.326425337	-3.663798999	-0.104823814	64095.52162	170456239.3	-0.466519459
85	39061024800	-0.404234539	0.508911625	2.793835439	0.917138945	1.809648232	0.903480702	0.029451481	0.844885411	0.94612663	3.298318525	-0.194284333	-0.417046299	0.950247696	-0.179321337	1.192146047	0.397580608	14516.49966	3899322.9	0.837305302
86	39061024901	0.425195369	0.944938103	-0.393868536	1.506993568	0.811664372	0.804851712	-0.455593023	0.618385748	0.819853635	0.082931841	-0.194284333	0.705388113	-0.467407052	-0.528110467	-0.021840214	-0.025532144	34808.55303	29345761.94	0.289597918
87	39061025002	0.217837892	0.72739371	1.202542715	1.268493905	0.664626463	1.162896268	0.029451481	0.366552063	1.825828495	0.618347265	-0.194284333	0.620880501	0.493202908	-0.528110467	1.192146047	-0.100910731	17713.57642	13969666.69	0.597930886
88	39061025104	-0.818949492	0.816474388	2.669853376	1.267545927	0.658358401	0.579362346	-0.940637528	0.727477857	5.622436541	5.526804346	-0.194284333	-1.244787506	0.731868114	-0.504931567	1.192146047	0.086930596	31512.19728	27913869.98	1.01097922
89	39061025102	-0.611592015	0.530478526	1.146238933	1.259266919	1.424204186	1.568859453	-0.940637528	0.555630977	1.291272816	0.728324488	-0.194284333	0.908350832	0.808521472	-0.219988491	1.192146047	0.006244373	12528.59917	8579488.629	0.590814791
90	39061024902	-0.818949492	0.890552005	2.545871312	1.203405186	1.372638926	0.50417259	-0.455593023	0.646828185	1.324945615	2.75277362	-0.194284333	-0.547058009	0.893349283	-0.375714264	1.192146047	-0.042734779	21513.20514	23337387.81	0.680771804
91	39061025101	-0.818949492	0.892427388	2.680090427	0.891411408	1.424204186	0.846094225	-0.455593023	0.845349981	None	2.000297888	-0.194284333	-1.244787506	1.013407563	-0.250431523	1.192146047	-0.093444342	15313.68601	10853290.65	None
92	39061025001	-0.611592015	0.617683821	1.444250866	1.268493905	1.624085729	1.162896268	-0.455593023	0.455206907	1.244972718	0.777524824	-0.194284333	0.651216568	0.373931266	-0.444731924	1.192146047	0.107545439	14130.7859	9819989.753	0.575859566
93	39061008601	-1.233664446	-2.768319652	-1.128661316	-1.199442165	-1.895633241	-2.379710691	-0.455593023	-3.55472344	-1.465687572	-1.058805375	-0.194284333	-1.244787506	-2.301238374	4.71669302	-1.721420981	-0.124228258	10962.72581	4475345.586	-1.12559421
94	39061008800	-1.6483794	-1.8306283	-1.095675263	-0.937582034	0.186449917	-1.523307213	-0.455593023	-2.511278145	-0.867995396	-0.901074885	-0.194284333	-0.827666609	-2.309658528	3.406779954	-1.478623728	-0.122988635	8060.548143	2359819.597	-0.819469101
95	39061009200	-1.026306969	-1.618710054	-0.695292819	-1.123086881	-0.850120444	0.18766213	-0.455593023	-0.695203859	-0.644913105	-1.103664505	-0.194284333	-0.752624764	-2.049129716	0.642496846	-0.993029224	-0.114345213	11205.35344	5177338.804	-0.717884121
96	39061009300	0.425195369	-2.123188001	-0.639557763	-1.93326298	0.294768266	-0.414415404	-0.455593023	-2.063337803	-0.598613007	-1.181806216	0.79739739	-0.590395242	-1.254381691	1.052742038	-1.235826476	-0.100320549	9257.205809	1879736.347	-0.626287193
97	39061009400	-0.611592015	-2.180387174	-1.155960119	-2.536033079	0.294768266	-0.176121045	-0.455593023	-2.48438167	0.272670658	-1.15431191	-0.194284333	-0.812728396	-3.331573989	3.450842181	-1.235826476	-0.048734832	4482.85751	729084.4225	-0.772452935
98	39061009500	-0.404234539	-2.081929582	-0.7515966	-1.93326298	0.294768266	-0.414415404	-0.455593023	-0.274136633	-0.333439718	-0.899627817	1.036361659	-0.850418658	-1.555021348	1.618821286	-0.993029224	-0.096398579	4893.139143	1088225.648	-0.505822056
99	39061009600	0.839910323	-1.520252462	0.097509918	-1.93326298	0.294768266	-0.414415404	-0.455593023	-0.459956156	-0.699631403	-0.629025967	-0.194284333	-0.634565888	-0.42776548	1.368026648	-0.750231971	-0.12329327	10845.67674	4055008.209	-0.352628949
100	39061027400	-0.404234539	-0.490667357	-1.089988012	-1.076406167	0.715077401	-0.617873688	0.029451481	-0.429518741	-0.442876313	-0.707167678	-0.194284333	-0.521495099	-0.754182338	0.228951941	-0.507434719	-0.083826691	12652.90768	6477914.662	-0.396654678
101	39061027300	-0.196877062	0.823038228	2.835921094	1.390978349	1.732815717	1.845006258	-0.940637528	0.724030925	3.812523614	4.551480032	-0.194284333	0.272015751	0.700544239	-0.306907421	1.192146047	-0.036822481	27193.83356	13111200.37	1.137810714
102	39061025103	-0.404234539	0.365444848	1.599512808	1.262179795	1.658239704	0.665837602	-0.940637528	0.50058205	0.483125649	1.223221988	-0.194284333	1.207377762	0.589557106	0.111931751	1.192146047	0.073787636	14703.54707	10438902.26	0.587111772
103	39061006000	0.425195369	-0.88824849	-0.326758978	-0.188495907	-0.464288284	0.292460359	-0.455593023	0.28282545	0.293716157	-0.608767005	-0.194284333	0.193417765	-0.305157425	-0.253529658	-0.264637467	-0.090153906	15244.94094	5672989.309	-0.159518711
104	39061022302	-0.611592015	0.817412079	1.317425177	-1.427542803	-0.005109032	0.857195448	-0.940637528	0.585937144	1.594328004	0.747136381	-0.194284333	0.742224764	0.585309587	-0.528110467	1.192146047	0.032414454	19546.57983	14796907.04	0.297765807
105	39061023100	0.632552846	0.774278277	2.016957004	0.010510438	-0.100495012	-0.203714162	-0.455593023	0.944442158	1.968937889	1.967015307	-0.194284333	-0.266449405	0.963810945	-0.311832164	1.192146047	0.431371413	26593.43936	20510174.66	0.585603389
106	39061023222	0.839910323	0.342002564	-0.328465153	0.619295884	-0.233471008	0.109160575	0.029451481	0.016856495	-0.308185119	-0.322247399	-0.194284333	-0.577394071	0.872424172	-0.500309636	0.220957038	-0.110602853	10626.06389	3805994.652	0.029693685
107	39061009700	-0.818949492	-1.894391311	-0.57415438	-0.632206862	-1.587049568	-0.131037412	-0.455593023	-1.454568353	-0.737513302	-0.736109052	-0.194284333	-0.659734819	-1.656442954	2.360060334	-0.750231971	-0.108653316	8536.31052	3179882.383	-0.626928738
