OBJECTID	FIPS	AvComTm	PerNVHHs	PerColAtt	PerInd	FreRedLun	ValAdd	CoEdSites	UnempRT	MedRnt	MedHmVal	PerLIHTC	mRFEI	PerFamPov	PerPT	IntAcc	JobRatio	Shape_Length	Shape_Area	OI_v1
662	39049009900	0.217837892	0.326061811	0.320450143	-0.006961076	-0.673953558	-0.6717635	2.454674004	0.470858217	-0.240839522	None	-0.194284333	-0.248523548	-0.389357509	-0.154790713	-0.021840214	1.0374436	10362.32969	5017484.245	None
663	39085201400	0.425195369	0.648627636	0.613912275	0.864538639	1.03374569	1.015357133	-0.940637528	0.496811012	0.074842966	0.427334195	1.267150539	-0.031344898	0.845996725	-0.476288686	1.192146047	0.046999389	12214.59078	5962222.394	0.469024156
664	39085201500	0.839910323	0.888676622	0.666234981	1.154690632	1.378572692	0.780292998	-0.940637528	0.68971481	1.026099527	0.467852119	-0.194284333	-1.244787506	0.829945107	-0.528110467	1.192146047	0.105087313	24275.44702	14283233.35	0.444462709
665	39085200600	-0.196877062	0.800533635	0.017319685	0.686401206	0.13234261	-0.710154657	-0.940637528	0.676919335	1.388082112	-0.167411047	-0.194284333	-1.244787506	0.892863047	-0.466547105	0.46375429	-0.072867703	10331.42787	6365945.909	0.066540561
666	39085200700	0.425195369	0.684259907	0.025281835	0.686401206	0.253274426	-0.710154657	-0.940637528	0.613156457	0.260043358	-0.215164314	-0.194284333	-0.542724285	0.541907133	-0.252999849	0.220957038	-0.105769895	7784.818952	3393161.079	0.046796367
667	39085200800	0.632552846	0.483593958	0.451256907	0.060109772	0.253274426	-0.746859684	-0.940637528	0.437158372	1.059772326	-0.055986756	-0.194284333	-0.411924626	0.570735646	-0.273812483	-0.021840214	-0.088346688	14936.07624	7504602.068	0.075922621
668	39085200900	1.0472678	0.587677698	-0.25509962	0.060109772	1.117347712	-0.746859684	-0.940637528	0.484029783	0.024333768	-0.239764483	-0.194284333	-0.125242244	0.961327289	-0.528110467	0.220957038	0.210380118	11024.09991	4341515.254	0.105214539
669	39003012700	1.254625277	-1.309271908	-1.108755939	-0.202991346	-0.262518785	-0.537109903	-0.455593023	-1.071753523	-0.337648818	-1.251265514	-0.194284333	1.530962456	-3.255791295	-0.161959851	-0.993029224	-0.104912474	5339.056638	1646369.282	-0.528831138
670	39003012900	0.632552846	-1.181745884	-1.084300761	0.088353759	0.847793174	0.116157867	-0.455593023	-0.203328277	-0.632285806	-1.186147422	-0.194284333	-1.244787506	-1.93908987	-0.528110467	-0.507434719	0.219543923	5082.352189	1438166.847	-0.453294156
671	39003013100	1.254625277	0.580176167	0.112865495	-0.435751438	-0.378722691	-1.189947492	-0.455593023	0.407906531	-0.653331305	-0.5349665	-0.194284333	0.484368208	0.524873101	-0.368755533	0.46375429	-0.096088355	7179.963052	2635833.848	-0.029929475
672	39003013200	1.66934023	-0.027447829	0.487086586	-0.435751438	-0.252330696	-1.189947492	-0.455593023	-0.532394747	-0.577567508	-0.474189614	-0.194284333	-1.244787506	0.233897718	-0.375391236	-0.021840214	-0.12290516	5675.623087	1834065.375	-0.219631641
673	39003013300	1.876697707	-0.448471246	-0.914820693	0.008436377	0.847793174	-0.652076384	-0.455593023	-0.485985628	-0.884831796	-1.035652276	-0.194284333	-1.244787506	-0.13101731	0.198050661	-0.507434719	-0.019132665	5982.218585	1535740.631	-0.252694354
674	39003013400	1.254625277	-2.180387174	-1.080319686	-0.202991346	-1.229778306	-0.537109903	-0.455593023	-0.690379718	-1.103704987	-1.152864842	-0.194284333	0.60571247	-2.8615791	-0.528110467	-1.235826476	-0.098516277	8655.72429	3757170.308	-0.730694243
675	39003013600	1.0472678	-0.342512123	-1.351601541	-0.069717191	-1.229778306	-0.539214511	-0.940637528	-0.802004654	-0.741722401	-1.377160493	-0.194284333	0.954577217	-2.143230258	0.178060774	-0.993029224	-0.082596533	7575.902168	2699389.76	-0.539223957
676	39003013700	1.0472678	-1.805310633	-1.066670284	-0.069717191	-1.229778306	-0.539214511	-0.455593023	-1.730167015	-0.417621714	-1.277312751	-0.194284333	1.160429091	-1.257507937	-0.087946298	-0.507434719	-0.126392204	6770.954824	2415129.983	-0.534828377
677	39003013800	1.254625277	-0.921067688	-1.134917292	-0.069717191	-1.495767013	-0.539214511	-0.455593023	-1.965658146	-1.03215029	-1.119582261	-0.194284333	-0.274033422	0.039297024	0.159940334	-1.235826476	-0.107617548	15600.79604	11589660.25	-0.56822291
678	39003013900	0.217837892	0.567048488	-0.488276896	0.527485694	1.500507398	-0.24936073	0.029451481	0.733837652	-0.750140601	-0.309223781	-0.194284333	0.302351817	0.54474838	-0.528110467	-0.021840214	-0.038825015	55383.60972	121841110.6	0.115200423
679	39049007531	-0.611592015	-0.379082086	-0.542305777	-0.788513998	-0.405387493	0.904964891	2.939718509	0.535489074	-0.560731109	-0.96329884	-0.194284333	-0.000940316	-1.43231563	1.87261151	-0.021840214	-0.085031531	9267.313676	3284258.415	0.01671629
680	39049007520	0.217837892	-0.511296567	-1.064964109	-1.330883563	-1.495744793	-0.718033865	0.514495986	-1.776163392	0.268461558	-1.12102933	-0.194284333	-0.125950643	-2.196206229	1.46551909	-0.993029224	-0.126118244	10008.4972	4384695.857	-0.57421186
681	39049007512	0.010480415	-0.175603063	-0.816431257	-0.899329704	-1.450162051	-1.011414507	2.939718509	-0.62067771	0.781971737	-0.890945404	-0.194284333	-0.39463519	-1.040357522	1.618977729	-0.507434719	-0.128678691	7646.557865	3393841.704	-0.17367536
682	39049007511	-0.818949492	-1.161116674	-0.851123486	-1.158271212	-1.460504354	-1.67649719	2.939718509	-1.170603144	0.159024962	-1.002369695	2.984516903	-0.453928408	-1.549837559	3.088062752	-1.235826476	-0.099280274	6983.30099	2927254.371	-0.216686552
683	39049980000	4.779702384	0.944938103	-1.397099546	0.055743331	-0.098955854	1.402217713	1.969629499	None	None	None	-0.194284333	0.802896892	None	None	-4.877785261	-0.133803184	19101.81391	19399989.9	None
684	39049007113	0.010480415	0.615808439	0.175425252	-0.458824637	0.277984521	0.955684675	1.969629499	0.432588798	0.049588367	-0.109528298	-0.194284333	-1.244787506	-0.02480818	0.45660722	0.46375429	-0.035034311	11228.0325	4613680.135	0.208767763
685	39049007112	-0.196877062	0.244482663	0.510973039	-0.458824637	0.056559178	0.955684675	2.454674004	-0.303902795	0.276879757	0.014919611	-0.194284333	-0.296891687	-0.12672118	-0.441508988	0.46375429	-0.055172382	10727.76717	6821037.017	0.18148401
686	39053954100	-0.818949492	0.037252874	-0.544580677	0.396934819	-0.194592731	-1.562360841	-0.940637528	0.327732964	-0.434458114	-0.540754775	-0.194284333	-0.334705551	0.486496083	-0.124740207	-0.993029224	0.048255923	40802.86074	57930924.12	-0.336651301
687	39053953800	-3.307239215	0.437647082	-0.642401388	0.104532576	-1.156751594	-1.069358613	-0.940637528	0.501268647	-0.926922794	-0.479977889	-0.194284333	-1.244787506	0.096634957	-0.528110467	-2.207015485	-0.12576407	112792.3762	441622115.5	-0.730197976
688	39053953900	-0.611592015	0.20041117	-0.361451207	0.530794997	0.010129324	-1.368218456	-0.940637528	0.346513524	-0.497594611	-0.241211551	0.190130709	0.575376404	-0.025007507	-0.528110467	-1.235826476	-0.079107919	110361.1949	228342551.1	-0.252212601
689	39053954000	0.217837892	-0.25718221	-0.282398423	0.396934819	-0.194592731	-1.562360841	-0.940637528	-0.120641735	-0.649122205	-0.002445213	-0.194284333	-1.017267017	-0.983405405	-0.528110467	-0.264637467	-0.071684312	42940.94252	33276797.15	-0.403374824
690	39053953700	-1.233664446	-0.421278197	-0.563348604	0.580158775	-0.961052905	0.010643801	-0.940637528	-0.114453943	-0.623867606	-0.202140696	0.72538827	-1.244787506	-0.906012271	-0.180709847	-1.478623728	-0.078571871	134168.1181	526312227.4	-0.477059894
691	39053953600	-1.026306969	0.352317169	-0.924489019	0.596188213	-0.952730311	-0.512898743	-0.940637528	0.420459481	-0.590194808	-0.510366332	-0.194284333	-1.244787506	0.221473742	-0.442450642	-1.235826476	-0.109286744	104079.8555	390473966.1	-0.4433638
692	39049004900	0.425195369	-0.411901283	-1.121836615	-1.298445495	-1.665330702	-0.511505193	0.99954049	-0.861018521	0.007497368	-1.042887619	-0.194284333	-0.903659685	-1.858562704	0.145447661	-0.507434719	-0.124246641	8294.222932	4148007.362	-0.557714539
693	39049004820	-0.404234539	-1.409604882	-0.877853564	-1.461727448	-1.60836098	-1.386169154	0.029451481	0.257969335	-0.312394219	-0.953169359	-0.194284333	-0.962298832	-2.263390113	1.270477109	-0.507434719	-0.131439881	5050.002481	1441292.781	-0.682154006
694	39049004810	0.217837892	0.357005625	-0.372825708	-0.724269846	-1.014379152	-1.185204523	0.029451481	0.121036083	0.807226336	-0.636261311	-0.194284333	-0.84490301	-0.334093037	0.36377644	-0.021840214	-0.12265568	5500.143045	1345492.45	-0.222148935
695	39049004700	-0.404234539	-0.670704097	-0.960887423	-0.964142642	-1.354629817	0.232088696	0.029451481	-0.079755172	0.167443162	-1.086299681	0.450126493	-1.021600741	-2.392950426	0.016473104	-0.750231971	-0.127062247	6264.929952	2261388.419	-0.557307239
696	39049004620	0.632552846	-0.783227059	-1.062689209	-0.678462421	-1.354629817	-0.2499673	0.029451481	0.139269701	-0.02617543	-0.860556961	-0.194284333	-0.948023036	-2.100667171	0.366451308	-0.750231971	-0.119279733	5448.576384	1260329.481	-0.497529319
697	39049004610	0.632552846	0.646752253	0.436470055	-0.712095516	-1.148671962	-0.545743553	0.029451481	1.117340324	0.281088857	-0.161622772	-0.194284333	-0.106044607	0.56636432	0.85816705	0.949348795	-0.110236111	6394.044756	2539600.829	0.15867732
698	39049004500	0.632552846	-0.175603063	-0.845436235	-0.909487427	-1.612853091	0.280111564	0.514495986	0.180302692	0.238997859	-0.762156289	0.50841572	-0.335788981	-1.169592121	0.392539397	-0.264637467	-0.076614789	11070.57553	4340383.614	-0.212797087
699	39049004300	0.839910323	0.572674637	2.383784669	-0.003071496	-1.715266265	0.055861629	1.484584995	0.765672315	1.817410295	-0.144257947	1.363569694	-0.814566944	0.058869677	-0.427310812	0.706551542	0.164837802	20576.53306	10926838.38	0.444328382
700	39049010000	0.632552846	0.699262969	1.642735913	0.890653026	0.773830038	0.655665059	0.029451481	0.888875802	0.773553537	1.129162522	-0.194284333	0.757392795	0.640162068	-0.19170222	1.192146047	-0.092791726	22799.15662	21953879.36	0.639166614
701	39049010200	-0.196877062	0.898053536	0.333530819	-0.160705802	-0.316562085	-0.280680118	-0.455593023	0.749349338	0.579934945	-0.232529139	-0.194284333	0.387844365	0.266122877	-0.238375395	0.706551542	-0.088622052	34414.40738	47121542.1	0.109822401
702	39049010300	1.0472678	0.826788993	-1.122405341	-0.088418203	-0.539231517	-0.646797212	-0.455593023	0.15477791	0.285297957	0.700830182	-0.194284333	-1.244787506	-1.100091098	-0.482115435	-0.750231971	-0.005077432	26115.62054	33289110.45	-0.225879389
703	39049010100	0.217837892	0.580176167	1.681977942	-0.575615473	-0.735713931	-0.539886805	2.454674004	0.093987248	1.564864305	0.422992989	-0.194284333	0.686608641	0.876191282	-0.249848164	1.192146047	5.226907506	13698.58856	11258913.17	0.793938457
704	39085201200	0.425195369	0.256672651	0.153813699	0.655238598	0.585955317	0.601747551	-0.940637528	0.691799669	-0.017757231	-0.35552998	-0.194284333	-0.169008814	0.803730232	-0.377522633	0.706551542	0.191817879	17059.02553	6592748.274	0.188611374
705	39085201300	0.010480415	-1.132048242	0.52234754	0.655238598	0.585955317	0.601747551	-0.940637528	-0.025432023	0.327388955	0.149497002	0.505906892	0.472450467	0.643944328	-0.397952031	0.220957038	0.102452634	13285.3985	6281187.06	0.143893557
706	39085201700	0.010480415	0.520163921	-0.129980107	0.852180458	1.264661106	0.582278919	-0.940637528	0.896744476	0.723044339	-0.100845886	-0.194284333	-1.244787506	0.578557386	-0.444168842	0.949348795	-0.098578348	13991.56963	8152395.81	0.201511079
707	39085201000	0.010480415	0.233230367	0.687277808	0.455514088	1.117347712	-0.763011575	-0.940637528	0.568758871	-0.051430029	1.692072252	-0.194284333	-0.098320628	0.863517673	-0.208775678	0.706551542	-0.055217794	20204.47238	18314089.01	0.251442073
708	39085200100	0.425195369	-0.062142409	0.571257895	0.752435983	0.310662019	0.635839365	-0.940637528	0.200851804	-0.110357427	0.168308895	1.559609295	0.521204858	0.278476567	0.064020698	0.46375429	-0.098224013	10133.04122	1661269.98	0.296265979
709	39003014000	1.0472678	0.593303846	-0.20675799	0.222213936	0.598686448	-0.765244415	-0.455593023	0.656905219	0.032751967	-0.199246559	-0.194284333	0.302351817	0.690507705	-0.528110467	-0.021840214	-0.03254915	40065.83572	70810394.92	0.108772662
710	39003010200	1.0472678	0.835228215	-0.302303801	0.933398197	0.467920739	1.362663266	-0.455593023	0.758395709	-0.257675921	-0.12978726	-0.194284333	1.030417381	0.572503526	-0.528110467	-0.021840214	-0.085998349	81127.85249	318017719	0.314512592
711	39003010100	0.839910323	0.518288538	1.078560651	1.364073023	1.228612783	1.075730951	-0.940637528	0.864084869	-0.493385511	0.236321125	0.591184141	0.196175591	0.769603772	-0.528110467	-0.021840214	-0.004791374	25316.91836	36085940.6	0.423361292
712	39003011900	0.425195369	0.293242614	-0.502495023	-1.82587723	-0.164317815	-1.607400826	-0.455593023	-0.141232115	-0.051430029	-0.323694468	-0.194284333	0.272015751	-0.008418988	-0.528110467	0.46375429	-0.042474169	26625.89054	36623368.67	-0.274445029
713	39003012000	1.254625277	0.837103598	0.952303687	1.048586089	0.909610197	0.644921439	-0.455593023	1.204685713	6.178037719	0.632817952	-0.194284333	-1.017267017	0.979964686	-0.528110467	1.192146047	-0.10093869	19835.84376	12315426.47	0.846163055
714	39003012100	0.839910323	0.802409018	0.137320673	1.352657077	0.828571116	0.915508002	0.029451481	0.380851381	0.340016255	0.231979918	-0.194284333	-1.244787506	0.724848583	-0.516247716	1.192146047	-0.121093993	36076.16999	61663820.6	0.35620352
715	39003014100	1.66934023	-1.99753736	-1.067807735	-0.394534522	0.327181846	0.249189825	-0.940637528	-2.294125044	-1.002686591	-1.226665346	0.622870653	-0.486385876	-1.21703522	0.712733285	-1.721420981	0.340360877	12429.24996	4945846.753	-0.526697468
716	39049006933	-0.611592015	-1.26238734	-0.762402376	-0.882967036	-0.28230083	0.227490481	2.454674004	0.166661428	-0.228212222	-0.238317414	-0.194284333	-0.202869118	-0.827689794	1.67240062	-0.507434719	-0.089166523	8110.114891	2585623.096	-0.098024824
717	39049006932	0.217837892	0.135710466	-0.16296616	-0.921581322	-1.018537303	-0.944562115	2.454674004	-0.095125339	-0.059848229	-0.083481061	-0.194284333	-0.507151634	0.046442707	-0.102241535	0.46375429	-0.126378835	9653.054753	4375840.056	-0.056108657
718	39049006931	0.010480415	0.09632743	-0.21017034	-1.743765137	-1.324964743	-0.045595357	2.454674004	0.722546813	-0.000920831	-0.241211551	1.422834856	-0.735509321	-0.45541368	-0.460957167	-0.021840214	-0.009376964	8330.916063	3457697.042	-0.033928862
719	39049006924	0.425195369	0.456400909	-0.344389455	-0.614804291	-1.166094933	1.070787181	2.939718509	0.233449765	-0.438667214	-0.128340192	-0.194284333	-0.416303809	0.041472884	-0.386461637	0.46375429	-0.063041063	7149.027714	2822292.909	0.117399499
720	39049006923	0.632552846	0.779904425	0.02357566	-0.817614037	-1.248892025	0.362280852	2.454674004	0.312401476	-0.295557819	-0.126893123	-0.194284333	-0.350191792	0.105535301	-0.485784927	0.46375429	0.024542316	7808.296046	3122206.687	0.102500195
721	39049006921	0.217837892	0.247295737	0.318743968	-0.665523964	-1.357509911	0.933854202	2.939718509	0.277481336	-0.064057329	-0.255682239	-0.194284333	-0.438714918	-0.485621787	-0.050636149	0.220957038	0.001179863	10068.92501	4566055.929	0.10281487
722	39049006910	0.425195369	0.840854363	3.02871889	1.18336552	1.399354801	1.382181212	2.939718509	1.211097748	1.038726827	2.885903941	-0.194284333	-1.244787506	0.616861971	-0.326771637	1.192146047	-0.041176381	9340.340031	3069178.535	1.021069084
723	39049006822	0.632552846	0.570799254	1.634773762	-0.532847322	-0.161894164	1.31616366	0.029451481	0.800247056	0.390525453	0.632817952	-0.194284333	-0.380209649	0.809240091	0.015821041	1.192146047	0.001096679	7450.170287	1968490.412	0.422274991
724	39049004200	-0.404234539	-3.145271576	-0.814156357	-1.53813444	-0.520678052	-0.238102614	0.514495986	-2.931076723	-1.478314872	-0.779521113	9.048599825	-1.017267017	-3.59764514	2.824479794	-2.449812738	0.072650652	6228.835626	2368974.823	-0.403374308
725	39049009800	-0.818949492	0.864296647	-0.182302812	0.383674624	-0.440446854	1.79718231	2.454674004	0.411441767	0.634653243	0.881713771	-0.194284333	-1.244787506	0.256437351	-0.420979152	0.706551542	-0.11994963	64493.51872	185795731.2	0.310557843
726	39049009751	0.010480415	0.843667437	0.529740966	0.735374301	0.212044505	-0.383479028	-0.455593023	1.03907467	1.505936908	1.163892171	-0.194284333	0.627381085	0.676601682	-0.528110467	1.192146047	0.063309999	29047.61266	46489475.83	0.439886458
727	39049009712	-0.611592015	0.059757467	-0.227800817	0.645419848	0.663567857	0.65614173	0.99954049	0.507048534	-0.468130912	-0.031386588	-0.194284333	0.666384599	0.259380691	-0.397240227	0.949348795	-0.084330401	5983.776125	2011340.825	0.211989045
728	39049009711	0.632552846	0.518288538	-0.266474122	0.541285949	0.12089295	0.099314625	1.484584995	0.585124416	0.302134356	-0.142810879	1.073791229	-0.483628054	0.389156366	-0.258605941	1.192146047	-0.094361456	8000.758117	3312144.625	0.355836992
729	39049009600	0.010480415	0.128208935	-0.482589645	0.645419848	0.663567857	0.65614173	1.969629499	0.892232873	-0.017757231	-0.203587765	-0.194284333	-0.815026585	0.305304825	-0.403611094	-0.021840214	0.056081609	17097.80713	10921144.24	0.19927317
730	39049008162	-0.818949492	0.534229291	-0.227232092	0.138935544	-0.612442485	0.975560079	2.939718509	0.362079939	-0.03459363	-0.106634161	-0.194284333	-0.071916734	0.183390978	-0.528110467	0.949348795	-0.125184556	40310.05679	61376465.68	0.210244699
731	39085200200	0.217837892	-0.121216964	-0.256805796	0.752435983	0.130782559	0.601747551	-0.940637528	-0.035134111	-0.480758212	-0.320800331	-0.194284333	0.050010914	0.816002945	-0.00281048	0.220957038	-0.092276183	5658.673556	1655065.51	0.021565684
732	39085200300	1.0472678	0.568923871	-0.362019932	0.752435983	0.130782559	0.601747551	-0.940637528	0.652777189	1.266018217	-0.12978726	-0.194284333	0.640874724	0.728679277	-0.417686006	0.706551542	-0.10772835	6722.196825	2672976.271	0.308994707
733	39085200400	0.425195369	0.355130243	-0.125430306	0.671285273	0.130782559	0.273258887	-0.940637528	0.435150604	0.142188563	-0.170305184	-0.194284333	0.228678517	0.73362009	-0.052846678	0.46375429	-0.106269111	10259.19295	3178820.609	0.141829453
734	39085200500	0.425195369	0.5332916	-0.232350618	0.037628341	0.310662019	0.635839365	-0.940637528	0.257865864	1.45542771	-0.131234329	-0.194284333	1.147427919	0.88886503	-0.528110467	0.949348795	-0.079715851	7697.057765	2601524.632	0.28345118
735	39085204302	1.461982753	-0.512234258	-0.653207164	0.240305945	0.055931133	1.16831195	-0.455593023	0.773884776	-0.396576215	-0.484319095	-0.194284333	0.085597448	-0.174702834	-0.107037259	-0.021840214	-0.085722951	16541.49751	7399211.375	0.043781041
736	39085204301	-0.196877062	0.783655191	0.918748908	-1.331440859	-0.088014603	1.765235322	-0.455593023	0.696823567	1.640628102	1.2550575	-0.194284333	2.031507532	0.635911215	-0.01354256	1.192146047	-0.132715044	11090.46413	4754244.953	0.531702869
737	39085206200	1.254625277	0.629873809	-0.486001996	-0.179021877	0.814530657	-0.656874556	-0.455593023	0.217161114	-0.266094121	0.056884604	-0.194284333	0.033660955	0.635445077	-0.528110467	-0.021840214	-0.026740946	21417.91849	12571899.58	0.051726248
738	39161020300	-0.611592015	0.853044351	-0.442210166	0.85654307	1.014467916	-0.890132125	-0.940637528	0.546718989	-0.548103809	-0.571143218	-0.194284333	3.305622268	0.701914148	-0.474433015	-0.993029224	-0.12027112	76639.84985	324866460.2	0.093279637
739	39161020100	1.254625277	0.913994289	-0.356901407	0.241805473	-0.097383501	-0.75357936	-0.940637528	0.804215759	-0.489176412	0.168308895	-0.194284333	-1.244787506	0.800285988	-0.492282447	-0.264637467	-0.100245164	106816.0961	551745738.9	-0.046917465
740	39161020400	0.632552846	0.241669589	-0.84486751	0.936931568	0.761990365	-0.417454734	-0.455593023	0.599825219	-0.889040895	-0.500236851	-0.194284333	-1.244787506	0.610254528	-0.528110467	-0.993029224	-0.125991062	103454.0884	459302340	-0.150635718
741	39161020200	0.632552846	0.732082166	-0.094719153	0.915421095	1.014467916	-0.542512234	-0.940637528	0.978543038	-0.649122205	-0.048751412	0.115337363	2.168019825	0.579514527	-0.500832514	-0.021840214	-0.088241283	119111.9344	458904567.8	0.26558014
742	39161020600	0.425195369	0.552045427	-1.101931238	0.739200683	0.406633018	0.003768605	-0.940637528	-0.549617367	-1.145795985	-0.98645194	-0.194284333	-1.244787506	-0.537451456	-0.528110467	-0.021840214	-0.06849525	11795.92544	8090484.923	-0.324535011
743	39161020700	1.66934023	0.234168058	-0.697567719	0.248786035	0.792773516	0.826851674	-0.940637528	0.565434376	-0.644913105	-0.932910397	-0.194284333	-1.244787506	-0.15797371	-0.528110467	0.220957038	-0.085102391	14588.3645	10848182.02	-0.054248514
744	39161020800	1.461982753	0.227604219	-0.503063748	0.489164419	-0.310034014	0.718995947	-0.940637528	0.297876748	-0.463921813	-0.618896486	0.418038296	0.683719494	-0.135339387	-0.269900206	-0.264637467	-0.003426987	23629.63337	17902122.71	0.049220265
745	39161020900	1.876697707	0.458276292	0.032675261	1.048091989	0.487672099	0.266912343	-0.940637528	-0.025432023	-0.564940209	-0.047304344	-0.194284333	-1.244787506	0.527214989	-0.528110467	0.220957038	-0.099374919	17246.55603	17523688.23	0.079601649
746	39161020500	1.0472678	0.569861562	-0.458703193	0.222213936	-0.180679085	-0.765244415	0.029451481	0.010027552	-0.093521028	-0.785309388	-0.194284333	-0.334705551	0.779620525	-0.528110467	-0.021840214	-0.089843428	16852.10031	10753570.41	-0.04961239
747	39093050200	0.425195369	0.598929994	-0.235762968	-1.343977144	1.213458001	2.201903368	-0.455593023	0.096490829	0.760926238	0.030837367	-0.194284333	0.423696079	0.57523173	-0.42851837	1.192146047	0.065811267	15970.32523	8629177.866	0.307905653
748	39093050300	0.217837892	0.417017872	0.138458123	1.003330214	1.256247973	2.201903368	-0.455593023	0.540139703	0.146397663	0.554676242	-0.194284333	0.696720666	0.467119991	-0.528110467	1.192146047	-0.096970808	36217.25499	37469543.08	0.47231482
749	39093050400	0.010480415	0.731144475	-0.498513947	-1.343977144	1.213458001	2.201903368	-0.455593023	0.507273392	0.419989152	-0.082033993	-0.194284333	-0.56222604	0.48859692	-0.528110467	0.706551542	-0.053611667	10021.55072	5610402.202	0.160065416
750	39093024100	0.632552846	-0.100587754	-0.43140439	-0.24164585	-0.949007693	0.711569581	-0.455593023	-0.433438748	-0.977431992	-0.029939519	-0.194284333	-0.835250626	-0.5103314	-0.376001091	0.46375429	-0.090679776	14156.96902	9810248.792	-0.238607467
751	39093050100	-0.196877062	0.792094413	0.030400361	-1.597592742	0.491483936	1.430396183	-0.455593023	0.386244081	None	0.425887126	-0.194284333	-1.244787506	1.043409089	-0.407320367	1.192146047	-0.127803892	14608.78831	13972667.32	None
752	39093057100	0.217837892	0.733957549	-0.608846609	0.519361813	-0.001821781	-0.671270456	-0.455593023	0.271495306	-0.52705831	0.330380591	-0.194284333	0.84840099	0.517447153	-0.528110467	-0.021840214	-0.089172771	55720.62683	125619326	0.021305208
753	39139001000	0.632552846	-0.642573356	-0.815862532	0.399451269	-0.224491214	1.685763086	-0.455593023	0.1300407	-1.01952299	-0.940145741	-0.194284333	-0.545974575	-1.454027541	-0.528110467	-0.507434719	-0.120083587	21134.42734	16795283.85	-0.287518511
754	39139001200	-0.404234539	0.473279353	0.489361486	1.148554632	-0.544496689	1.185895021	-0.455593023	-0.126511088	-0.497594611	0.039519779	-0.194284333	-0.304730628	0.011020888	-0.243585785	-0.021840214	-0.068447657	18703.91331	15447777.26	0.030394537
755	39139001500	-0.196877062	-0.382832852	-1.285629433	-0.940046776	-0.061075864	0.331642975	-0.455593023	-0.819865903	-0.716467802	-1.183253285	-0.194284333	-0.941426853	-0.051487507	-0.528110467	-0.750231971	-0.080839268	20818.08487	11564614.5	-0.516023714
756	39139001600	0.425195369	-0.532863468	-1.16505972	-1.81343287	-0.061075864	0.306094868	-0.455593023	-0.709029985	-0.665958604	-1.288889301	-0.194284333	-0.713906364	-1.062555762	-0.528110467	-0.993029224	-0.12723112	10402.64485	6406024.718	-0.598733117
757	39139001800	0.632552846	0.411391724	-0.698136444	1.000221997	0.885429406	0.606537716	-0.455593023	-1.00746371	-0.573358408	-0.576931493	-0.194284333	0.636048532	0.228158228	-0.528110467	0.46375429	-0.114927656	20256.37308	21967097.72	0.044705575
758	39139000400	0.839910323	0.026000578	-0.968280849	0.411654326	-0.544496689	1.032803207	-0.455593023	0.039492797	-0.329230618	-1.055911238	-0.194284333	-0.784690518	-0.657105706	0.045567295	-0.021840214	-0.121761176	7232.002437	2441573.984	-0.171110365
759	39139000500	1.0472678	-1.294268846	-0.685624493	0.769771524	-0.544496689	0.899895025	-0.455593023	-1.762924769	-1.238396181	-0.932910397	-0.194284333	-1.244787506	-0.591749378	1.17905687	-0.750231971	0.042989054	7781.643012	3173913.704	-0.359767957
760	39049006821	-0.196877062	-1.03359065	0.822065648	0.468866208	0.415550655	-0.124070636	0.514495986	0.29827138	-0.703840503	0.123449765	2.303522117	0.120335426	0.003002475	2.120881812	-0.264637467	0.006164081	6547.16153	2528509.075	0.304599327
761	39049006810	-0.196877062	0.832415141	2.197242849	0.216106663	0.448364384	1.153489607	2.939718509	0.951814605	1.560655205	1.013397024	-0.194284333	-1.042547074	0.899120814	-0.229591521	1.192146047	-0.055103288	11255.51914	3028910.911	0.730379223
762	39049006722	0.632552846	0.396388662	1.497711022	0.738327395	0.903760006	-0.405318637	2.939718509	0.855495983	0.167443162	1.553153655	-0.194284333	0.586195558	0.698483797	-0.528110467	1.192146047	0.650906849	11782.53575	6622773.937	0.730285628
763	39049006721	0.425195369	0.685197599	2.93544798	1.021043032	1.327787458	0.847411366	2.939718509	0.767920765	1.678510001	1.875849978	-0.194284333	1.788819012	0.998234017	-0.516255272	1.192146047	1.038812226	9427.349416	4956155.805	1.17572211
764	39049006710	0.425195369	0.541730822	2.639710947	0.78396246	0.79313567	0.156533978	2.939718509	0.82012613	0.314761656	2.143557691	-0.194284333	-0.854752381	0.645644178	-0.222112544	1.192146047	0.378236588	8587.213663	2980268.784	0.781456924
765	39049006100	1.0472678	-1.438673314	-0.783445203	-1.271890632	-1.581234199	0.712060405	0.514495986	-1.545936944	-0.388158016	-0.863451099	2.496021716	-0.481789502	-1.978404085	-0.05086287	-0.750231971	-0.121641159	5860.310218	1796412.452	-0.405367068
766	39049008142	0.217837892	0.490157797	1.085954077	0.240438087	-0.37077386	2.971507164	0.99954049	0.631606386	0.196906861	0.557570379	0.358866734	0.840816972	0.685853002	-0.441057954	0.949348795	0.026653097	18823.05887	13940897.6	0.59007662
767	39049008141	0.217837892	0.476092427	0.487086586	-0.039301474	-0.847870906	0.61742098	0.99954049	0.271261202	0.285297957	0.315909904	-0.194284333	0.878737057	0.682732668	-0.373904532	1.192146047	-0.112541684	22560.69004	14430105.38	0.303510018
