OBJECTID	GEO_id	foreign_born_pct	edu_less_hs	unemployment	below_poverty	female_headed_hh	pct_Hispanic	pct_Black	county
687	39053953800	0.3806417	20.6712433	5.3605616	19.0592713	4.5977012	0	0.1903208	Gallia
688	39053953900	0.7795583	16.9271905	6.427854	18.1654406	7.2698538	0	1.6168616	Gallia
689	39053954000	1.3590844	24.0708579	9.649662	27.246236	15.5011655	2.1697663	2.5512637	Gallia
690	39053953700	2.1173357	24.4294167	9.6069869	39.0726878	7.4704142	1.1910013	6.2858403	Gallia
691	39053953600	1.1227903	17.5535846	5.9178744	17.0172084	5.8552632	0.621118	0.3822265	Gallia
692	39049004900	5.8058608	31.4981472	14.7557841	43.6845008	7.1102082	4.1391941	28.5897436	Franklin
693	39049004820	6.1758691	28.4083703	7.0385126	50.5112474	21.2669683	10.6339468	15.1329243	Franklin
694	39049004810	1.2583013	19.025641	7.9828938	25.2708843	19.4250871	7.0255156	6.2565537	Franklin
695	39049004700	5.324277	33.1872946	9.3676815	45.5521472	20.8955224	12.2699387	30.1489921	Franklin
696	39049004620	1.35318	31.1994113	7.8571429	45.4093171	18.5606061	4.8263419	21.7861976	Franklin
697	39049004610	7.7138414	10.1844427	1.1117287	12.7838258	3.6627505	15.8320373	6.1275272	Franklin
698	39049004500	1.5483871	22.229707	7.5741525	35.9102788	17.1314741	2.4731183	13.7419355	Franklin
699	39049004300	4.3414275	6.1412757	3.526971	18.0831494	3.2220039	4.6357616	11.9389257	Franklin
700	39049010000	6.207957	4.4070513	2.6873694	7.111282	7.5486691	0.8072266	11.0128772	Franklin
701	39049010200	8.4277349	5.8258966	3.649635	11.3640112	11.4573786	3.5571608	36.5949762	Franklin
702	39049010300	0	13.5099338	7.7501881	29.3736501	30.1605505	1.898961	15.621641	Franklin
703	39049010100	13.0260521	6.4388962	8.1694402	5.6112224	1.5929204	0	49.0981964	Franklin
704	39085201200	8.8739946	7.0337478	4.0465352	7.2783045	4.5406547	4.9865952	7.4262735	Lake
705	39085201300	7.8253473	5.9399022	8.9930336	8.2772741	1.8878401	0.5670542	0.8789339	Lake
706	39085201700	1.7353199	9.2956397	2.6074499	10.7741139	12.7433628	1.4899211	9.1148116	Lake
707	39085201000	18.3158795	11.8956044	4.8951049	9.7884163	5.7650629	2.2654413	20.2821116	Lake
708	39085200100	8.3474337	3.367267	7.4324324	12.069938	5.9284116	4.2301184	9.8702764	Lake
709	39003014000	4.0940767	8.8418431	4.2717447	8.2560574	1.951952	5.3426249	5.8943089	Allen
710	39003010200	0.2881153	7.0958809	3.5872454	9.2311459	6.046814	1.3445378	0.2881153	Allen
711	39003010100	1.631753	4.9538777	2.8583438	5.7560976	2.5641026	1.2789416	2.7783903	Allen
712	39003011900	0.1	8.7832048	9.7174363	15.063887	4.9763033	0.0666667	0.4666667	Allen
713	39003012000	3.1184155	2.0360675	0.5093379	2.0648968	4.6923879	0.8006743	2.4441635	Allen
714	39003012100	4.8988892	6.0266002	6.1910377	8.6138049	4.08	0.5411564	7.633153	Allen
715	39003014100	1.3118063	24.4966443	24.6394231	36.2764884	14.7135417	5.2976791	32.4419778	Allen
716	39049006933	28.6191909	28.5918309	7.6682316	35.2615694	20.0915141	7.1046473	60.698763	Franklin
717	39049006932	15.5542986	11.085595	9.4736842	15.7522624	10.3520537	11.7788462	43.0005656	Franklin
718	39049006931	20.6052892	13.3986928	3.8344828	23.0342137	16.4531625	7.8489605	53.7264885	Franklin
719	39049006924	19.2575406	14.2545455	7.1621622	15.0309917	10.485782	7.9917505	31.7092034	Franklin
720	39049006923	12.4751914	12.4318005	6.592827	14.0345903	15.7303371	5.4153672	28.1542387	Franklin
721	39049006921	13.3045027	12.0014503	6.9039451	27.1307909	7.7976191	13.6606462	23.27652	Franklin
722	39049006910	3.0946602	0.4436557	0.4640371	5.2887538	3.3175356	0	0.788835	Franklin
723	39049006822	1.2358393	3.0598958	3.2986111	4.2224511	2.6578073	3.5530381	1.4933059	Franklin
724	39049004200	2.6923077	29.5	29.0322581	69.6153846	19.4630873	0	63.8461539	Franklin
725	39049009800	2.1279676	12.8808864	5.9800665	13.0169787	2.9606545	0.492183	0.7961783	Franklin
726	39049009751	3.117338	4.9853372	1.6514998	6.6010734	5.1546392	0.2101576	0.9982487	Franklin
727	39049009712	0.9466111	5.5308642	5.3206997	10.5641802	9.2575619	0	6.3990913	Franklin
728	39049009711	1.7654752	7.5157965	4.7822374	11.1237748	12.1865889	2.2667829	2.9860506	Franklin
729	39049009600	4.4825313	14.1855808	2.6642168	14.0548915	15.8064516	1.4502307	11.9973632	Franklin
730	39049008162	8.864047	10.8224392	6.3204979	15.5713641	9.2316855	10.4336043	5.9507678	Franklin
731	39085200200	3.0069078	8.6166471	9.0599455	6.8671272	5.6840077	7.9236083	1.6253556	Lake
732	39085200300	5.0796513	9.1418715	4.3156597	6.6707466	10.9061748	0	0	Lake
733	39085200400	4.287902	8.8697017	5.8165548	5.1148545	2.1625164	0	1.8376723	Lake
734	39085200500	6.4447806	8.2730561	7.0392262	4.2965204	8.6990596	1.4826021	0.4538578	Lake
735	39085204302	8.8496909	17.4104826	3.4804226	20.8019246	13.4345794	15.2118197	15.1665913	Lake
736	39085204301	5.5786077	3.4107402	4.0118871	5.6849953	3.8130381	5.4402951	4.7948363	Lake
737	39085206200	4.2921204	13.2701422	7.3199528	9.6732864	11.04	3.203075	9.8654709	Lake
738	39161020300	0.3307608	11.4669422	5.0471063	12.0243531	3.5121951	0.7717751	0	Van Wert
739	39161020100	1.2593164	4.8518519	3.2712404	5.973623	6.0248854	1.387818	0.7967104	Van Wert
740	39161020400	0	5.284738	4.6808511	8.6380832	3.8674033	0.8755472	0.0625391	Van Wert
741	39161020200	0.3409866	7.9973342	2.0689655	6.9751381	4.3604651	1.500341	0.7501705	Van Wert
742	39161020600	0.120048	14.4602851	12.6081582	29.0085679	19.0322581	1.3805522	4.5618247	Van Wert
743	39161020700	2.4346793	7.4978204	4.9180328	21.912114	8.4022039	0.8907363	0	Van Wert
744	39161020800	1.2774541	11.6712707	6.763285	21.6528926	10.1207591	9.1887046	2.5997311	Van Wert
745	39161020900	0.2672209	3.8337369	8.9930336	10.3325416	7.7896139	3.4144893	2.2268409	Van Wert
746	39161020500	2.6028278	12.9346314	8.7484812	7.0294785	2.3059185	2.9241645	0	Van Wert
747	39093050200	2.4836245	6.6791745	8.1521739	7.6203576	5.7759221	4.6943231	0.4366812	Lorain
748	39093050300	3.2907227	11.158267	5.0924814	9.5073133	7.416719	4.2905961	0.6328313	Lorain
749	39093050400	0.2515723	9.8224852	5.3191489	9.5670996	13.5844749	4.4444444	0	Lorain
750	39093024100	3.7935323	16.017316	11.7532468	19.9626866	4.5038168	22.9166667	8.7686567	Lorain
751	39093050100	0.9960761	2.0533881	6.1538462	2.676399	5.4649266	2.3845457	0	Lorain
752	39093057100	0.5843072	14.0297369	6.9452287	11.4913745	7.4385965	3.672788	0.5286589	Lorain
753	39139001000	1.3703704	18.8274403	7.9207921	38.5455916	20.9172739	4.7592593	9.2407407	Richland
754	39139001200	2.4195693	4.3006867	9.6901409	15.2645273	7.6923077	1.9143845	7.8170699	Richland
755	39139001500	2.2564667	38.5369532	14.4719687	21.6959064	4.3367347	0.9356082	1.5960374	Richland
756	39139001600	1.0471204	27.7654046	13.7075718	36.7137982	15.6291391	5.4259876	1.9990481	Richland
757	39139001800	2.0110755	16.4804469	15.7657658	14.9810551	7.7448747	0.8743807	5.6251822	Richland
758	39139000400	0.681431	17.847769	8.5452696	30.9411259	13.6261261	0.5962521	7.2827939	Richland
759	39139000500	1.6637478	15.2213189	20.9759189	31.6903538	13.2530121	0.6713368	18.8558085	Richland
760	39049006821	15.1240876	9.1874085	6.7491564	19.9938857	9.9236641	3.5036496	20	Franklin
761	39049006810	1.8451845	1.6581633	2.2533023	2.166065	11.3043478	3.60036	0.360036	Franklin
762	39049006722	2.9449838	4.0723982	2.9069767	5.1777701	9.3904448	0.4530744	2.7831715	Franklin
763	39049006721	3.7663108	0.3262643	3.5215543	1.8219833	2.6133743	2.0759193	0.2075919	Franklin
764	39049006710	3.5239123	0.9244992	3.161512	4.7824524	8.0633007	4.1711615	2.3372888	Franklin
765	39049006100	7.4203574	38.4483742	19.4794291	48.0963481	18.4599156	11.4607615	19.6192696	Franklin
766	39049008142	10.5941704	8.9310689	4.4514107	14.0134529	8.5637823	7.2729821	7.0347534	Franklin
767	39049008141	8.1808647	13.5847107	6.9202829	6.2859153	5.0611975	3.3445985	5.3257196	Franklin
768	39049008132	13.1640021	16.2167998	5.192108	26.7992048	18.294914	17.4703455	11.629706	Franklin
769	39049008110	8.3930636	12.6344086	8.150745	16.5469293	13.1843575	13.3641619	13.7341041	Franklin
770	39049008000	4.4978674	3.1784108	4.4096728	4.3376775	1.3588635	2.3846452	1.3958899	Franklin
771	39049007941	6.9027182	3.7250787	2.5	6.1158798	2.2804054	3.8984263	2.5751073	Franklin
772	39085206600	3.8461539	8.8022634	9.2585006	16.4335664	9.9640473	0.1311189	4.020979	Lake
773	39085206300	5.0896353	7.3493235	6.9336779	6.3259839	9.7376093	7.1502164	3.2351123	Lake
774	39085206400	4.3939716	2.9471841	4.5381526	2.8019529	2.2637238	1.5283379	0.0212269	Lake
775	39085206500	10.3918824	4.2421564	3.4057971	7.7864294	5.5679287	0.069979	0.279916	Lake
776	39087050500	0.9365884	12.6668079	6.1705989	9.4621667	3.2761905	0.660218	0	Lawrence
777	39087050600	0.2779708	19.6907217	8.6440678	13.0495464	4.5028143	0	1.9457957	Lawrence
778	39087050700	0.0271592	24.4799406	12.0710059	22.3386652	4.9004594	0	0.4888648	Lawrence
779	39087051100	0.624907	10.7106287	6.121805	17.2163995	6.7357513	0	1.9044785	Lawrence
780	39087051200	1.0909091	14.0117994	4.7810545	16.7989162	4.6007404	1.4545455	7.6937799	Lawrence
781	39087050800	0	13.2027257	7.443609	33.6245698	14.2089094	0	1.1649457	Lawrence
782	39087050400	0.3879439	12.7391507	7.7752117	22.9338213	12.4525437	2.5365563	0.9847807	Lawrence
783	39087050900	0	19.8949442	8.3333333	22.5274725	6.4516129	0.9770396	0.5373718	Lawrence
784	39087051002	0	20.3691916	14.7532189	33.9333747	14.1864505	0.2892562	0	Lawrence
785	39087051300	0.8606778	14.2312095	3.0425964	22.7272727	7.0556309	0.7530931	0	Lawrence
786	39087050100	0.9708738	17.2897196	5.5832503	21.3675214	13.6261261	0	5.9417476	Lawrence
787	39087050200	0	9.2715232	5.7420495	14.2326733	9.9895942	0	0.9075908	Lawrence
788	39087050300	0.6535948	15.7082749	6.6411239	23.0062832	6.7660551	9.9439776	20.0280112	Lawrence
789	39087051001	0.1394376	14.1839159	6.0591372	12.2007902	5.9394632	1.3711364	2.207762	Lawrence
790	39087051402	1.3860218	11.1899791	8.5064935	14.4795046	7.9215686	0.0884695	0.6487762	Lawrence
791	39087051401	0.9710551	9.9702381	10.2011494	5.4887218	8.9232303	0	0	Lawrence
792	39093070902	0.1913091	8.295107	9.5289079	17.6518883	8.5730401	2.978956	15.0587592	Lorain
793	39093013100	4.157067	4.7328244	6.338968	1.4125772	5.0733138	3.115296	0.5309025	Lorain
794	39093013200	2.6409881	3.9230869	5.8000311	5.7328508	10.0045579	3.0554201	15.2527223	Lorain
795	39093097100	1.3836043	8.7017217	7.8298397	2.2972503	2.1015762	1.6949153	0.6918021	Lorain
796	39093092100	2.6714514	5.2036199	6.6104079	8.9314195	3.3298647	4.1467305	0.5183413	Lorain
797	39093093100	1.2855831	9.1724419	4.7790339	7.805326	5.1459293	1.3468014	0.8264463	Lorain
798	39139000600	0.8359133	15.6593407	17.0963365	41.0410095	22.8985507	1.1764706	33.2198142	Richland
799	39139000700	0	21.7896572	20.3204047	39.7341211	32.8609389	3.8035451	53.3604136	Richland
800	39139001100	2.4612272	6.6050198	10.2599179	15.3231411	2.7692308	1.5846258	4.349292	Richland
801	39139001300	0.9850746	5.9687787	6.1743341	18.4725241	9.6561814	0.6567164	9.761194	Richland
802	39139001400	1.7663044	10.5527638	8.5662759	19.384058	5.0134288	0.4528986	14.990942	Richland
803	39139002000	0.7560756	5.1622796	10.6227106	5.6665456	3.5567716	0	0	Richland
804	39139002102	1.9450034	3.3068363	2.0997375	3.1845705	2.2653722	1.6990834	1.5873016	Richland
805	39139002200	0.9469697	6.7380353	5.7089084	12.5203012	9.6315213	1.0780886	2.1124709	Richland
806	39139002300	1.1926156	8.400611	5.9701493	7.0010271	5.4495913	1.2089528	2.940696	Richland
807	39139001900	1.657912	8.9240065	8.3361688	9.3081973	3.4873583	1.1982928	1.0013132	Richland
808	39093070700	0.5017368	13.5085575	11.6804823	24.4453095	12.979351	2.4700888	9.6873794	Lorain
809	39093070800	2.309237	25.0670241	11.1413044	55.2604699	5.2631579	6.8273092	26.7068273	Lorain
810	39093071000	2.4477612	20.7937878	25.8064516	43.2716049	11.9363395	6.6268657	16	Lorain
811	39093022200	1.3053798	12.3312883	10.3940217	20.9126984	10.4339797	22.7452532	7.6344937	Lorain
812	39093022800	3.6060019	15.5952381	10.2787456	42.5212121	28.0201342	30.17909	31.9215876	Lorain
813	39093023000	2.4772063	20.3394707	28.9634146	38.1173636	25.2762431	17.1856184	18.579047	Lorain
814	39093080101	2.3389232	8.2926829	8.3584337	4.0600177	7.1507151	4.3248014	0.4854369	Lorain
815	39139003100	0.474934	19.286754	22.439759	48.4646195	12.7413127	3.3773087	34.1952507	Richland
816	39093070102	4.281293	10.6715253	6.6367093	19.1884457	16.2819456	6.241403	13.6863824	Lorain
817	39093097400	4.2622041	2.2402688	2.6389444	3.6889793	2.8695875	2.2466716	2.6442308	Lorain
818	39093071201	2.0669082	14.7228834	7.0154096	15.1217428	11.8454499	6.6268911	12.6997656	Lorain
819	39093071202	1.4870795	7.2830063	3.3993115	4.8737816	6.3907486	3.3642126	10.7020965	Lorain
820	39093080104	2.248104	12.7852085	6.549257	2.9041096	8.1313526	2.248104	1.1105092	Lorain
821	39093080103	7.2237319	6.6733068	7.3065283	8.5886722	6.0043668	4.5969203	1.1548913	Lorain
822	39049006000	3.8349515	27.4024024	13.1164743	42.9126214	23.0666667	1.6990291	28.3980583	Franklin
823	39049005900	2.5019246	19.3005181	24.7734139	43.1485758	23.5357918	2.0015397	67.282525	Franklin
824	39049005820	3.5985808	9.0384615	2.8248588	15.9655347	8.3424808	0.861632	4.5108971	Franklin
825	39049005810	3.2840723	4.9147442	2.6191723	6.0555088	1.7267267	1.9704434	7.4712644	Franklin
826	39049005700	4.5783133	5.7805469	3.0984876	9.6385542	0	2.2590361	1.8373494	Franklin
827	39049005620	2.7595269	28.125	19.103139	40.3854577	15.1838671	1.1826544	43.8458169	Franklin
828	39049005610	3.045977	17.7484787	17.4969623	38.6190755	30.6184012	1.4367816	66.3793103	Franklin
829	39049005500	0.9878761	15.5041437	17.5829169	38.0671506	20.3670811	3.3453076	77.1216884	Franklin
830	39049005420	0.8333333	16.3281885	20.6755374	30.5496829	26.0582011	0.7291667	75.5729167	Franklin
831	39049005410	2.6283619	19.6741855	18.4684685	54.400978	36.8881119	4.1564792	68.4596577	Franklin
832	39049005300	1.0120177	16.3255814	13.5613928	34.1991342	22.9147571	2.5932954	56.3251107	Franklin
833	39049007933	5.683207	3.88629	2.0213577	3.6501715	3.0618893	2.3710584	0.9777561	Franklin
834	39049007922	10.1273624	4.0914561	3.1947784	2.7577691	5.4155496	2.0131471	0	Franklin
835	39049007921	8.361558	3.851492	5.351104	4.6359018	12.3193167	3.2176122	6.6680779	Franklin
836	39049006384	10.567365	2.4497903	1.3991164	2.2225628	6.3732929	7.1570577	6.4077076	Franklin
837	39049006383	13.5489238	8.3581645	3.4899329	8.8023389	9.9756031	10.3254653	6.5820942	Franklin
838	39049006230	20.7203792	2.3604579	1.3980427	2.5845182	1.3730606	6.1232228	4.1579779	Franklin
839	39049007550	12.5125125	9.6848138	9.205298	22.2129086	19.0654206	3.8371705	68.8021355	Franklin
840	39093010200	5.7605985	2.567865	2.403393	2.0535938	5.5144586	4.2144638	0	Lorain
841	39093010300	5.2067947	5.6238556	2.1857924	3.3358462	3.2818533	3.5265879	0.1477105	Lorain
842	39093010400	3.4575361	6.3478261	2.2825416	7.5084175	6.445557	0.973481	2.9875797	Lorain
843	39093021100	0.2531646	4.0250447	5.0027189	4.5886076	8.3142639	6.8987342	0.664557	Lorain
844	39093021200	1.6115352	10.4441191	7.0487282	12.0101781	11.4399293	11.5012723	0.610687	Lorain
845	39093022100	2.311828	6.3970588	9.5108696	5.5376344	8.9790898	8.8709677	7.2043011	Lorain
846	39093022400	4.1457286	21.330185	12.9504505	27.9635258	14.2073171	23.040201	18.2160804	Lorain
847	39093022500	2.4787997	9.4216418	10.3932584	10.8936725	12.631579	22.1787345	5.0228311	Lorain
848	39093022601	4.7075606	17.4157303	11.3010446	26.7471091	10.1814516	13.5996196	13.4569662	Lorain
849	39093030100	1.2723041	14.1297877	10.1071429	18.5795815	6.1239457	2.3739333	0.0155159	Lorain
850	39093060100	5.4013125	9.1709464	9.9402499	20.1876676	10.9302326	6.4613831	20.343261	Lorain
851	39093070901	1.8031189	39.5189003	34.1812401	61.5731463	46.1769115	10.1851852	37.1832359	Lorain
852	39093071100	2.1695816	7.0921986	5.978706	13.4368071	13.5667396	5.8667257	8.213416	Lorain
853	39093071300	0.4737295	9.4599128	8.3472454	14.1747573	11.8673648	4.1774333	3.3161068	Lorain
854	39093071400	4.2994123	21.2732096	22.6694915	48.9770614	25.9646302	6.2480668	40.3649861	Lorain
855	39093090100	6.8493151	11.0814928	12.1583938	6.3610315	6.7424858	2.5440313	0.1118256	Lorain
856	39093071500	0.6852444	14.088729	4.2654028	2.8153153	1.4684288	3.7003198	5.0708086	Lorain
857	39093077100	1.4714205	5.0694705	5.1174935	5.8290889	1.4295439	6.5930956	3.2258065	Lorain
858	39093094100	1.9141104	7.7396658	3.0231052	4.647416	7.5827815	0.9447853	0.2576687	Lorain
859	39093090200	1.3370474	2.9953917	5.4667354	4.4550294	5.8908046	0	0	Lorain
860	39093091100	0.9418283	10.4189841	6.0382916	10.1939058	9.375	1.634349	1.6066482	Lorain
861	39093091200	1.2935586	15.4166667	7.702984	7.008484	6.4272212	3.3262936	11.8004224	Lorain
862	39093023100	2.8301887	33.148335	14.3075746	37.1757076	26.4253394	64.0919811	13.2959906	Lorain
863	39093023200	1.9818064	14.0056022	17.1201062	30.7667316	21.7519685	37.3294347	24.17154	Lorain
864	39093023300	4.1408669	33.6224149	14.4312394	32.9661684	19.2546584	44.1950464	19.9303406	Lorain
865	39093023400	4.7889995	13.9027431	6.5392354	23.2337601	8.9	25.8890469	4.7415837	Lorain
866	39093023500	1.4177215	19.5286195	5.0359712	22.6082309	10.2352941	22.5822785	9.5696203	Lorain
867	39093023600	7.792692	25.1152074	10.3795507	24.906786	24.0847784	51.8642804	6.9724087	Lorain
868	39093023700	3.5967662	19.8247536	22.8494624	30.4405214	14.921466	40.537865	7.4905131	Lorain
869	39093023800	1.8879799	31.1458333	9.4230769	36.489899	15.0242326	38.3889239	3.3354311	Lorain
870	39093097200	1.7078035	6.2893082	6.8847656	9.8333333	9.4307848	14.9837946	6.706557	Lorain
871	39093097300	2.740714	28.3769063	24.1235392	40.5780781	9.3357271	30.4002885	33.4655608	Lorain
872	39049005200	4.0738162	1.7043034	2.9642546	4.735376	1.7584994	0.4874652	5.7799443	Franklin
873	39049004000	5.5443257	6.1324042	3.8527397	25.4403696	0	3.2630667	20.7334681	Franklin
874	39049003800	2.5790754	13.5523614	9.7323601	28.0245023	6.2434964	1.0705596	35.5231144	Franklin
875	39049003700	3.5223368	10.7405971	14.7007554	38.4305835	7.9522863	4.7250859	53.2646048	Franklin
876	39049003600	5.4176072	13.5	4.5454546	19.7893153	11.0764431	2.6335591	57.4868322	Franklin
877	39049003200	5.0167224	4.0139616	1.8084067	11.539992	0.4679144	1.6722408	6.8004459	Franklin
878	39049003000	12.638701	6.4349112	6.958862	26.1160036	3.0432715	4.0866035	16.2922869	Franklin
879	39049002900	5.2652106	25.8606886	32.166302	70.261821	26.7463235	6.2012481	78.7051482	Franklin
880	39049007020	4.3320755	2.547089	3.8182307	7.1276272	4.8468399	1.3584906	2.4301887	Franklin
881	39049007115	20.0163066	8.1991215	4.6126761	13.035304	14.7699758	9.4170404	39.3803506	Franklin
882	39049007120	5.8691207	6.7801955	7.5519883	10.0353946	13.7790698	2.6993865	12.3108385	Franklin
883	39049007132	15.0802752	5.9269016	4.0658671	3.3337205	4.9691109	6.6857798	20.7683486	Franklin
884	39049007193	2.3171833	1.2660991	2.9457769	2.0613903	3.8582677	2.1516702	3.1447487	Franklin
885	39049007194	5.2976005	6.4522779	0.5167959	7.8125	7.4529389	2.0878778	8.3515114	Franklin
886	39051040100	0.4450095	8.5914086	11.4193548	9.0909091	4.2735043	3.0832804	0.9218055	Fulton
887	39051040600	0.799467	12.1573686	5.0295858	12.6196305	6.6120538	7.4394848	0.9105041	Fulton
888	39051040700	2.8937632	14.0318628	5.2742616	15.7273215	10.845839	16.6490486	0.1189218	Fulton
889	39051040800	2.4474811	9.2793682	4.723779	14.9528882	5.3370787	5.8331634	0.7138487	Fulton
890	39139002900	1.4419611	18.1085044	2.1823472	8.5354025	7.4656189	1.1535689	0	Richland
891	39139002800	0.7393715	16.6100255	5.0429185	20.1749735	7.593985	2.2709269	0	Richland
892	39139001700	1.2455847	35.9413754	7.6190476	6.8852459	4.8275862	6.9529652	38.0739915	Richland
893	39139002700	0.3708282	11.957672	2.9947917	7.6487846	0.8605073	0.2678204	0.5974454	Richland
894	39139003001	0.8032129	7.8720445	6.0753341	10.8447068	6.8698597	0	0.3103322	Richland
895	39139000800	0.2872531	14.5345672	8.6883876	24.8525074	15.754717	1.2567325	9.3357271	Richland
896	39139000900	0.1853998	12.9334258	9.0076336	24.4267439	11.7906336	0.6257242	0.6952491	Richland
897	39093095100	1.339618	14.1079484	6.150266	4.7821878	3.5825545	2.6668321	17.0925329	Lorain
898	39093070200	1.8896834	18.6152841	7.6923077	9.6527068	6.4962726	11.5423902	4.7497446	Lorain
899	39093070300	0.5021971	8.8105727	6.7878788	20.3703704	13.1834751	0.3766478	9.6045198	Lorain
900	39093070400	1.5974441	16.2598831	11.9180633	23.678792	10.6898368	5.5910543	19.3518941	Lorain
901	39093070500	0.3302312	16.3130599	14.9689441	39.9274047	15.2503794	9.5767037	14.320024	Lorain
902	39139002500	0.66682	12.3092574	4.1709054	8.6998318	9.4017094	2.322373	0.1379628	Richland
903	39139002600	0.3298153	14.3572099	6.8243858	14.1304348	8.0543426	2.2427441	0	Richland
904	39093070600	1.5657864	11.3615313	9.9217785	10.4103165	7.82881	2.7342837	6.7772844	Lorain
905	39139002400	7.2260648	6.9813665	3.8812785	7.2466434	3.1697786	0.4004368	3.5675282	Richland
906	39093023900	3.7746479	28.436019	23.2385661	20.3943662	18.4991274	27.0422535	14.028169	Lorain
907	39093024000	0.6329114	17.9253112	8.9049338	18.8330445	15.75	19.2750288	11.7951669	Lorain
908	39093024200	1.3562387	10.3215434	8.0958842	13.2560255	9.7201018	18.2188065	7.8435805	Lorain
909	39093060200	9.2375075	3.2054651	8.0398162	17.5286359	7.1194763	1.7519411	12.3631296	Lorain
910	39093080500	5.6441903	7.5402793	5.7118975	1.9824804	4.1923551	4.1842264	3.8982541	Lorain
911	39093080600	2.6973208	8.8372093	6.6643405	11.9868637	2.6198934	3.4033309	1.3577118	Lorain
912	39093080700	5.6081808	5.5069403	1.8446181	1.9763275	1.1568849	3.7782562	0.5274489	Lorain
913	39139003002	1.5151515	9.643436	5.6503826	12.5175809	7.8500707	3.1425365	0	Richland
914	39093028100	4.7466007	4.2489127	3.854299	5.0679852	4.7272727	8.776267	6.0321384	Lorain
915	39093096100	1.0411661	8.0093677	8.7980913	10.6497313	9.4860008	3.1234983	0.8329329	Lorain
916	39139002101	3.6477524	6.7043222	10.7564495	8.1348828	5.1948052	0.9211496	4.458364	Richland
917	39093070101	3.9458525	10.9675037	1.3822435	5.9619816	9.1342877	3.3986175	4.8099078	Lorain
918	39049002800	2.0044543	10.9974425	25.8971872	30.7349666	11.3043478	2.1158129	71.4365256	Franklin
919	39049002780	4.0954274	7.4159374	2.4744027	5.2083333	1.3888889	1.8687873	37.2166998	Franklin
920	39049002770	9.9672438	18.6111111	14.990689	34.2627599	14.7613763	16.7992513	49.8830136	Franklin
921	39049002760	1.7271157	8.9434276	10.9134615	16.9794976	11.7610063	6.044905	39.3494531	Franklin
922	39049002750	8.5081124	21.8406593	16.2926018	37.4752671	28.345627	9.4182826	62.1290067	Franklin
923	39049002740	10.5073911	3.709856	9.7488922	11.825809	3.8076152	1.1985617	20.3755493	Franklin
924	39049002730	5.4666667	17.0471842	8.6080586	35.0732601	20.747296	13.0666667	55.7777778	Franklin
925	39049002710	12.9014698	18.2512733	16.9508526	35.0027218	14.0535373	8.4921067	63.6908002	Franklin
926	39049002600	15.8919761	22.8333993	11.006517	39.6622174	17.0945523	23.266684	44.5338873	Franklin
927	39049002520	3.82643	11.8470652	11.7604091	32.6104746	10.3338633	0	68.4023669	Franklin
928	39049006942	26.2443439	3.4647551	5.7017544	11.9155354	10.5461394	6.7119155	45.852187	Franklin
929	39049006943	15.6153507	10.6472492	4.2312051	17.8650199	9.3325792	6.3961182	31.3630349	Franklin
930	39049006944	5.9514879	6.0979673	5.0632911	9.0772693	9.4688222	1.8004501	19.179795	Franklin
931	39049006945	27.6838051	15.3164245	2.9964587	24.6313673	13.6292835	13.7162954	57.6955284	Franklin
932	39049006990	10.2212266	8.6019115	2.6503068	11.6683147	12.146789	9.9971997	17.5721087	Franklin
933	39049007424	7.7536478	11.5486961	3.7179487	16.4670659	4.4851259	3.4272141	20.3087886	Franklin
934	39051040200	0.5820461	6.0131538	6.092337	10.344026	6.362545	5.1040967	0.9850011	Fulton
935	39051040900	2.6174497	10.5719237	4.5516614	12.2420908	6.5758294	16.7561521	0.4697987	Fulton
936	39051040500	1.1543729	8.2257159	5.0979068	4.1168398	2.9946524	3.0913716	0	Fulton
937	39051040300	0.5429864	6.6850659	8.3263947	5.2714932	1.3340448	2.4660634	0	Fulton
938	39051040400	0.9283136	7.7426811	8.3897864	13.4386328	11.4119923	7.2202166	0.3610108	Fulton
939	39049002510	8.1387592	18.5131195	10.0952381	18.5123416	12.4778761	1.9346231	75.9172782	Franklin
940	39049002300	10.0463679	22.8179551	12.7218935	36.6306028	23.8955823	6.1823802	77.820711	Franklin
941	39049002200	6.1871227	2.7573529	1.0197578	16.9014085	2.1922428	3.1690141	5.9356137	Franklin
942	39049002100	6.4763996	0.1965924	2.299565	8.8008801	0.6118881	2.9637761	4.9945115	Franklin
943	39049002000	3.8990093	0.825516	2.5798526	12.815596	2.1726365	2.4608501	3.7392138	Franklin
944	39049001820	10.0952381	0.9179266	1.5864333	25.957121	1.1709602	7.3904762	10.1714286	Franklin
945	39049001810	9.0813372	4.2303173	5.6473095	74.4706965	0	3.7378257	4.7644117	Franklin
946	39049001700	7.2536688	21.4876033	3.5443038	60.7278883	7.788162	9.6016772	17.4842767	Franklin
947	39049007492	8.5479717	3.82346	3.6956522	1.8117114	3.0263727	0	14.2144237	Franklin
948	39049009326	27.2675086	21.2914485	8.8142707	36.2801378	15.0118203	9.1274397	64.4087256	Franklin
949	39049009362	10.5440742	5.7979798	10.2526003	18.9652749	6.8989547	10.6846619	23.0423169	Franklin
950	39049009371	5.7923317	8.2018927	12.2369212	18.5921186	20.1767305	1.8265592	67.1548461	Franklin
951	39049009372	6.099978	11.3056719	10.230608	15.1535233	24.2424242	8.5663951	59.2820965	Franklin
952	39049009373	8.0203987	14.0979021	11.7050068	28.7982565	28.1882591	2.7970947	66.1721527	Franklin
