OBJECTID	FIPS	AvComTm	PerNVHHs	PerColAtt	PerInd	FreRedLun	ValAdd	CoEdSites	UnempRT	MedRnt	MedHmVal	PerLIHTC	mRFEI	PerFamPov	PerPT	IntAcc	JobRatio	Shape_Length	Shape_Area	OI_v1_new
1105	39113100102	-0.262246608	0.815002013	0.38692086	0.598792733	0.162000382	0.165251752	0.168022108	0.816285268	1.353638217	0.229606447	-0.073930404	1.842607569	0.883463568	-0.493829803	0.544394415	0.161460874	12696.49459	9023416.102	0.456089962
1106	39113100201	0.191505514	0.400978258	-0.287838505	0.598792733	0.162000382	0.165251752	0.366663278	0.26911463	0.496713008	-0.504892916	-0.073930404	1.842607569	0.440473207	-0.493829803	0.544394415	-0.105423959	10032.30141	4034992.175	0.250786197
1107	39113100202	0.592828582	0.553858561	0.172231887	0.498000401	-0.074592733	0.066238733	0.432877002	0.184773687	0.192028489	-0.359770058	-0.073930404	2.693127831	0.141573448	-0.493829803	0.544394415	-0.199105143	7051.642665	2805350.636	0.304419056
1108	39117985100	-0.5887703	0.381057476	-0.311678298	0.459645797	0.528583502	-0.824878438	-0.494115128	0.561995622	-0.726785764	-0.167260144	-0.073930404	-1.232350295	0.565955187	-0.493829803	-1.301212471	-0.213576051	110832.0722	404107843.8	-0.245696845
1109	39117985200	-1.1613779	0.3660502	-0.29132112	0.366881172	0.397565503	0.46229081	-0.494115128	0.692506764	-0.769632025	-0.235379037	0.070939374	1.803352788	0.308929793	-0.479187779	-0.378409028	-0.120829329	46202.24963	74756213.04	0.033641566
1110	39117985400	-2.660220819	0.46924841	-0.508658267	0.366881172	0.251384573	0.46229081	-0.361687681	0.265334441	0.663337354	0.165930091	-0.073930404	-1.232350295	0.693227028	-0.493829803	0.544394415	-0.195915949	88320.20951	369619876.7	-0.102785308
1111	39117985500	-2.145522802	0.744344457	-0.308605111	0.654094721	0.532438484	-1.220930513	-0.427901404	0.196180029	0.111096663	0.031173152	-0.073930404	1.515484393	0.407367765	-0.187025503	-0.378409028	-0.181848604	91827.52232	388343179.5	-0.045749607
1112	39117985300	-1.373060375	0.663441932	-0.58869086	0.637147338	0.597407787	-1.220930513	-0.494115128	0.402618891	-0.112656031	-0.073966878	-0.011074117	-0.120131494	0.279783647	-0.493829803	-0.378409028	-0.19815353	81189.01465	321994668.7	-0.155288635
1113	39117985000	-0.473955806	0.687764145	-0.736907089	0.770050502	0.463100202	-0.032774285	-0.229260234	0.731928618	-0.493511679	-0.223532273	-0.073930404	-1.232350295	0.635506256	-0.493829803	-0.378409028	-0.210253242	75688.48232	268481004.9	-0.080647776
1114	39113001900	0.505226798	-1.251241325	-0.708684907	-1.308233874	-1.264805676	-0.725865418	0.101808384	-1.498656608	-0.284041072	-0.949146563	0.048033724	-0.450993221	-1.97921043	0.355764086	-1.301212471	-0.1422313	10444.24902	5679495.017	-0.678343117
1115	39113002000	-0.130785072	-0.594744405	-1.058216863	-1.587419714	0.898147808	-1.319943531	0.035594661	-0.470129169	-0.493511679	-0.943223181	-0.073930404	-0.758177461	-1.256115868	-0.135861844	-1.301212471	-0.164095623	7826.909842	3179795.183	-0.584601551
1116	39113002100	0.933645345	-1.87249771	0.238724783	-0.77572925	-1.793914851	0.165251752	0.101808384	-0.24372079	-0.888649415	-0.099141251	0.139132339	0.066626103	-0.51792475	0.305733304	-0.378409028	-0.027684565	8290.656437	2858464.965	-0.29042185
1117	39113002200	-0.461317479	-1.078178431	-1.013300971	-0.41269846	-1.061416809	0.066238734	0.101808384	-0.776771471	-0.702982286	-1.109077876	0.077893907	-0.410958486	-0.864008486	1.033963543	-1.301212471	-0.206937218	6244.248541	1996264.924	-0.507434742
1118	39113002300	0.270027111	-1.133877076	-0.888811402	-1.555308883	0.898147808	-1.319943531	0.035594661	0.159381042	-0.231673421	-1.128328868	-0.073930404	-0.309215879	-1.163498947	0.053053337	-1.301212471	-0.202195803	6150.918036	1759814.573	-0.493237045
1119	39113002400	0.829216178	0.067161169	-0.729256322	-1.656993183	-1.909487221	-1.319943531	0.035594661	-0.250568369	-0.622050461	-0.784772714	-0.073930404	-0.237020021	-0.701520371	-0.005249946	-0.378409028	-0.206333171	6493.89749	2046763.309	-0.496472671
1120	39113100203	-0.501558108	0.721285986	-0.360321143	0.457861862	0.533723478	-0.52783938	0.631518173	0.369964647	0.882329352	-0.33607653	-0.073930404	-1.232350295	0.87226566	-0.241144111	0.544394415	-0.181097268	8778.934075	4166609.189	0.097439146
1121	39113100301	0.29276292	0.593975251	-0.430020285	0.408803646	0.176392317	-1.319943531	0.697731896	0.01932177	0.891850743	-0.491565307	-0.073930404	0.599539498	0.313709579	-0.493829803	0.544394415	-0.051349377	8999.857032	4954813.075	0.104865208
1122	39113100400	0.187418828	0.334245321	-0.053994876	0.693341293	0.320928454	-1.319943531	0.101808384	0.518574489	-0.469708201	0.088926126	-0.073930404	-0.565019014	0.372666401	-0.426068312	0.544394415	-0.072081344	28970.73862	38866242.09	0.011347377
1123	39113150100	-0.704428372	0.670320205	-0.571094493	0.772726405	0.931454855	0.561303828	2.81657105	0.630273549	-0.212630638	-0.192434517	-0.073930404	2.431429288	0.680908383	-0.444824452	0.544394415	-0.166716982	50911.1819	161879676.1	0.479582633
1124	39113050301	0.844078959	0.536131466	-0.658930261	-0.48360988	0.250253778	-0.032774285	1.757151473	-0.416139888	-0.522075853	-0.596705336	0.190905989	1.122936581	0.139652828	-0.396838676	-0.378409028	0.023165686	29070.58813	15553080.15	0.086174597
1125	39113060200	-0.143068887	-0.414709398	-0.701745965	-2.354511802	-1.673125404	-1.616982588	1.161227961	-0.572092958	-2.450157575	-0.762560031	0.067492894	1.384635124	-0.070222361	0.419548714	-0.83981075	-0.171374417	13475.27642	11300796.74	-0.54609109
1126	39113010100	1.340369343	0.546063843	3.356603522	1.637042951	0.872910523	0.759329865	1.823365197	0.635964379	2.567615598	4.001319913	-0.073930404	2.235155382	0.948745975	-0.493829803	1.467197857	0.66431421	12799.75706	4496751.614	1.393014897
1127	39113020100	1.057289843	0.673920996	0.951799255	1.289175612	1.640720203	-0.032774285	1.823365197	1.004447053	-0.236434116	0.026730615	-0.073930404	-0.381830033	0.809956809	-0.313183829	0.544394415	-0.056987523	11984.08559	5750227.92	0.545416238
1128	39113040102	0.836662174	0.870457246	2.146042914	0.428426933	1.968907699	0.36327779	1.426082855	0.549784456	None	2.222824478	-0.073930404	-1.232350295	0.839098176	-0.493829803	1.467197857	-0.090542102	12822.49913	7995205.508	None
1129	39113040301	-0.029136815	0.594495346	2.052417184	1.338233826	1.955440961	-0.032774285	-0.494115128	0.696529498	0.16822501	1.534231325	-0.014557053	0.442520373	0.833336094	-0.353357653	0.544394415	-0.109331294	29645.05358	39239568.73	0.570409488
1130	39113040302	0.435659619	0.250499076	1.122410723	1.32217841	1.95549236	0.759329865	0.300449555	-0.032760874	0.134900141	0.47838849	0.201794328	0.3116711	-0.312869588	-0.493829803	1.467197857	0.116359672	14049.42875	9905821.748	0.501054433
1131	39113040401	-0.117581605	0.808952355	1.341107762	1.241901331	1.924446903	0.660316847	1.359869132	0.933341802	0.825201005	1.135883888	-0.073930404	-0.041621932	0.847293724	-0.119462529	1.467197857	0.629953057	15726.99674	15615663.58	0.801429325
1132	39113040402	0.229189499	0.544509665	1.664592758	1.139325062	1.955440961	-0.032774285	0.168022108	0.779440017	0.506234399	0.884140154	-0.073930404	-0.054706857	0.567599065	-0.342870684	1.467197857	0.168871258	24852.11613	35632950.46	0.598142536
1133	39113040103	1.029150347	0.184901187	0.972848118	1.131297354	1.955440961	0.561303828	1.227441685	0.851636538	0.382456313	0.740498142	-0.073930404	2.431429288	0.948745975	-0.28835571	1.467197857	-0.007249573	11022.4638	5845987.274	0.844675744
1134	39151712000	0.096983293	0.299614971	0.734493723	1.208898533	1.278043466	1.35340798	-0.494115128	-0.24548468	0.496713008	0.165930091	-0.073930404	1.515484393	0.482472496	-0.493829803	0.544394415	0.101672132	11336.92936	6943956.964	0.43567178
1135	39151711500	1.00786777	0.164608403	1.006866285	1.081793161	0.089218316	-0.032774285	-0.692756299	0.547631547	0.696662223	0.444329044	-0.073930404	1.122936581	0.691086609	-0.430891172	0.544394415	-0.022874146	23565.37666	19067315.35	0.384010503
1136	39151701300	0.893791246	-0.547121702	-0.812579739	-0.741834484	-1.515379528	0.264264772	-1.023824916	-0.10137311	-0.526836549	-0.86473837	-0.067944511	-0.581530945	-0.375688927	-0.313477882	-0.378409028	-0.039975517	7082.132352	2794924.485	-0.420791199
1137	39151713800	1.958677479	-2.228400814	-0.555800399	-0.703479879	-1.093490261	-1.715995606	-0.957611193	-1.972515393	-1.126684195	None	0.741765687	0.730388768	-4.200131907	-0.493829803	0.082992693	4.795432363	4504.378829	884912.3935	None
1138	39151701200	0.538231664	-1.047497223	-0.691808385	-0.419834201	-0.578104824	0.36327779	-1.023824916	-0.297625341	-1.655121408	-0.715172976	-0.073930404	-0.512679307	-0.308451964	-0.333156423	-0.378409028	-0.10242614	8212.115114	3133726.957	-0.452283318
1139	39151711800	0.61561086	-0.06293078	0.670841106	0.918563095	1.157459619	-0.824878438	-0.494115128	0.849060811	-0.5792042	0.248857439	-0.073930404	0.730388768	0.328322181	-0.493829803	1.467197857	0.094600085	17483.34298	12270569.86	0.284500817
1140	39151712202	0.188975633	0.452926896	0.744982197	0.576047561	0.100115066	0.660316847	-0.560328851	0.909502955	0.47290953	0.493196945	-0.073930404	1.436974831	0.847904036	-0.493829803	1.467197857	-0.19309945	15395.41915	14246092.84	0.439366365
1141	39151711201	-0.825582145	0.660518437	0.025317527	1.111228084	1.264576728	0.759329865	-0.427901404	0.445649099	-0.103134639	0.254780821	-0.073930404	0.534114862	0.513761159	-0.44289878	1.467197857	-0.101386218	38022.5058	57022792.21	0.316352553
1142	39151711000	-0.138213594	0.777809975	-0.036432436	1.425646646	1.523425941	-1.121917493	1.426082855	0.868897629	0.144421532	0.374729306	-0.073930404	0.010717779	0.481551007	-0.468703733	1.005796136	-0.052812435	38207.69302	78759931.67	0.384191794
1143	39151711101	-0.429266304	0.607801237	0.325663518	1.470245027	1.046744526	-0.428826361	-0.229260234	0.711241928	0.434823965	0.417673825	-0.073930404	1.777182936	0.819729205	-0.493829803	0.544394415	-0.145741307	24769.99264	32637073.47	0.397165386
1144	39113002500	0.898432758	0.252682751	-0.75022341	-1.267203367	0.783269334	-1.220930513	0.035594661	-0.493294201	-0.103134639	-0.821793851	-0.073930404	-0.464701238	-0.14739307	-0.493829803	-0.378409028	-0.175735068	9291.88544	5097172.985	-0.276287443
1145	39113002600	1.071825677	0.312071728	-0.240024448	-1.704267463	-0.115995243	0.957355905	0.035594661	-0.126740339	-0.18882716	-0.69740283	-0.073930404	-0.254719315	-0.252959679	-0.008979139	-0.378409028	-0.196966207	8367.848203	3426213.545	-0.11639833
1146	39113002700	0.682365801	0.557934527	-0.475623554	-1.070970507	-0.897939858	1.749460055	0.035594661	-0.4520673	0.077771794	-0.712211285	-0.073930404	0.18082183	0.388861023	-0.493829803	0.544394415	-0.166892571	5083.171696	1638959.229	-0.007891324
1147	39113002800	-0.079649063	0.712603921	-0.67599824	-0.657989535	-0.720687771	-0.52783938	1.359869132	0.081739598	0.520516486	-0.698883675	-0.073930404	-0.839802483	0.849404056	-0.493829803	0.544394415	-0.199997166	7360.7203	1987992.447	-0.056254995
1148	39113002900	0.559271128	0.227002938	-0.336873902	-0.787324829	-0.926698026	0.165251752	0.035594661	0.235904104	-0.184066465	-0.740347349	-0.073930404	-0.51454858	0.624067247	-0.080517517	0.544394415	-0.198127599	9642.074759	3692902.495	-0.090684277
1149	39113003000	0.955179183	-0.26646777	-0.183491251	-1.134300203	-0.355955043	-0.032774285	0.035594661	0.363308045	0.177746402	-0.68407522	-0.073930404	-1.134213342	0.39692372	0.265732796	-0.378409028	-0.116006387	7254.427351	2832162.011	-0.135321133
1150	39113003100	0.715810941	-0.419138734	-0.067822607	-0.451945032	-0.701978256	-0.923891456	0.035594661	0.2096689	-1.712249756	-0.456025015	-0.073930404	-1.232350295	0.795160697	-0.377027116	-0.378409028	-0.178413036	5723.131802	1737069.672	-0.326059096
1151	39113003200	0.657112316	0.07754955	1.0703656	0.99215042	-0.962575062	-0.131787305	0.101808384	0.333421232	-0.569682809	-0.068043496	-0.073930404	-1.232350295	0.867925239	-0.079002742	0.082992693	-0.095405673	7640.480941	2384948.681	0.060659228
1152	39113020200	0.889057095	0.402972852	0.73628284	0.384720523	0.653022332	-0.032774285	1.823365197	0.480397375	1.091799959	-0.213166354	-0.073930404	-1.232350295	0.948745975	-0.280782955	1.467197857	0.604999236	9919.117561	4156696.635	0.478097309
1153	39113020300	1.478843392	0.207710661	1.964856922	1.036302813	1.232657474	0.759329865	1.624724026	-0.021728931	-2.14071236	1.024820476	-0.073930404	1.58090903	0.471831278	-0.20080039	1.467197857	-0.054442995	9493.632745	5105293.93	0.647348045
1154	39113020400	0.799337647	0.588860678	1.075392214	-0.155811808	0.124529954	1.056368923	1.426082855	0.200120158	0.044446925	0.627953885	-0.073930404	2.143560894	0.713320654	-0.282083607	0.544394415	-0.142692801	16522.52036	12463502.01	0.543115661
1155	39113020500	0.843686019	-1.015975056	-0.312396039	0.911873341	0.742457921	0.264264772	1.227441685	-0.275986812	0.111096663	-0.322748921	-0.073930404	2.693127831	0.38950144	-0.493829803	0.082992693	0.104617007	5926.903377	1359116.844	0.304762021
1156	39113020601	0.416168724	0.576145443	0.749685319	0.911873341	0.742457921	0.264264772	1.227441685	0.559475189	-0.974341936	0.022288079	-0.073930404	1.777182936	0.063503291	-0.493829803	1.467197857	-0.079961315	6047.818725	1973775.288	0.447226319
1157	39113020602	1.451671646	0.870457246	1.103992913	0.96717533	1.440620921	-1.319943531	1.227441685	0.735582335	None	0.552430764	-0.073930404	-1.232350295	0.948745975	0.180185351	1.005796136	0.020428246	8095.849217	2738477.468	None
1158	39113020700	0.913795225	0.591146039	1.546861951	0.911873341	0.742457921	0.759329865	1.227441685	0.612484585	0.796636831	-0.011771368	-0.073930404	1.122936581	0.796327758	-0.294561756	0.544394415	0.06703029	7619.315382	2922861.696	0.64077831
1159	39113040201	0.352091351	0.617592455	2.59993561	1.05458815	1.222428921	-0.824878438	1.227441685	0.956358057	0.420541878	0.882659309	-0.073930404	1.188361217	0.948745975	-0.493829803	1.467197857	-0.09589927	9668.614571	5415938.167	0.715587784
1160	39113040101	0.80928752	0.679542589	1.977468876	1.119255792	1.955440961	-0.824878438	1.227441685	-0.149730556	None	0.777519279	-0.073930404	2.300580019	0.948745975	-0.493829803	1.467197857	0.376304012	8960.141744	4210605.821	None
1161	39113130102	-0.943105437	0.374487349	-0.329669701	1.073319465	1.048851917	-0.329813343	1.757151473	0.625129566	-0.155502291	0.10077289	-0.073930404	-0.120131494	0.782644554	-0.432046493	0.544394415	-0.108644703	36021.39096	65341033.8	0.238369235
1162	39135460100	-0.472991163	0.606864856	-0.498393347	0.401667906	0.498925838	0.858342885	-1.023824916	0.199462504	-0.317365942	-0.174664371	-0.073930404	-1.232350295	0.327279905	-0.493829803	-0.83981075	-0.203566331	100270.247	466514855.1	-0.152386464
1163	39135450100	0.187735166	0.696486267	-0.241883824	0.452510057	0.608304536	0.066238733	-1.023824916	0.539664856	-0.260237594	0.481350181	-0.073930404	-0.107046564	0.292635409	-0.493829803	-0.378409028	-0.124991861	85001.56476	161131653.1	0.038798201
1164	39135455000	0.315593464	0.164957633	-0.639881512	0.335216325	0.608304536	0.066238733	-1.023824916	0.214631158	-0.41734055	-0.527105598	-0.024844125	0.468690225	0.518854353	-0.493829803	0.082992693	-0.070264566	36096.92794	40603568.56	-0.026350747
1165	39135470100	-1.668653055	0.441752923	-0.714370506	0.671934072	0.681343602	0.46229081	-0.692756299	0.501111224	-0.012681423	-0.142085771	-0.062726193	0.141567049	0.621552192	-0.407734701	-0.378409028	-0.207278695	67061.94114	260567644.8	-0.047821487
1166	39135480100	-1.82291155	0.700001907	-0.690693034	0.625551759	0.376131801	-0.131787305	0.432877002	0.310082175	0.163464315	0.210355456	-0.073930404	2.693127831	0.608647754	-0.424350582	-0.378409028	-0.209187851	50790.99767	160539346.5	0.14931064
1167	39135420100	-0.738102561	0.751975311	-0.636957731	0.735263767	0.891877036	0.46229081	-0.560328851	0.29439481	-0.117416726	-0.156894226	-0.029924274	0.730388768	0.6730043	-0.422383306	-0.378409028	-0.162436741	50317.48536	157697848.8	0.083521335
1168	39135400100	-0.073490242	0.587424199	-0.680314088	0.401667906	0.602033765	0.858342885	-1.023824916	0.530226222	-0.393537072	-0.42788895	-0.073930404	-1.232350295	0.611460218	-0.493829803	0.082992693	-0.172293178	49894.45084	155061199.4	-0.056081941
1169	39135440100	-0.910503926	0.668875707	-0.608091468	0.6326875	0.578081475	0.759329865	0.565304449	0.148819636	0.015882751	0.01192216	-0.018786388	1.122936581	0.643061203	-0.459705416	-0.378409028	-0.209192302	50561.77555	159517803.9	0.1601383
1170	39151700800	1.040141775	-0.07263803	-0.296596611	-0.784648926	-0.372557167	-0.52783938	-1.023824916	-0.248965258	-0.760110633	-0.68407522	-0.073930404	-1.232350295	-0.036160568	-0.110733999	-0.378409028	-0.03770667	8394.646543	3360551.398	-0.350025333
1171	39151701000	0.486722878	-0.322486608	-0.969935905	-0.495651442	-1.516510322	0.165251752	-1.023824916	0.313615075	-0.322126637	-0.869180907	-0.073930404	-0.721415048	-1.078431656	0.09125837	-0.378409028	-0.032390932	6989.933739	2897257.693	-0.421715358
1172	39151714902	-0.467998076	0.152980705	-0.592950573	0.359745432	0.288186804	1.155381942	-0.427901404	-0.176623806	-0.755349938	-0.316825539	-0.073930404	0.337840955	0.52371783	-0.408819933	-0.378409028	-0.164588345	38817.50883	92422929.01	-0.059096461
1173	39151700400	-0.432669003	-0.317057965	-0.408744121	-0.145108198	-2.019508416	-0.923891456	-1.023824916	0.102362371	-0.750589242	-0.574492654	-0.073930404	-1.232350295	0.226508508	0.045026889	0.544394415	-0.200293936	8128.298421	3735451.586	-0.449010526
1174	39151712300	0.518500874	0.480294054	-0.258758166	0.557762227	0.100115066	1.848473075	-0.758970022	0.474401291	0.149182228	-0.187991981	-0.073930404	-1.232350295	0.542329072	-0.411387345	0.544394415	-0.139923285	24259.75541	19737401.21	0.1345088
1175	39151713401	1.011690146	0.676659238	-0.125402326	0.897601859	0.751864079	0.660316847	-0.758970022	0.637815557	0.301524488	-0.299055393	-0.073930404	-0.185556127	0.478834125	-0.493829803	0.082992693	-0.086803522	14783.58488	8350134.587	0.217234465
1176	39151713501	0.54509297	0.622039936	0.189869679	0.934172531	0.544825828	-0.923891456	-0.692756299	0.775255447	0.420541878	0.319938022	-0.073930404	0.913577749	0.341195387	-0.418616609	-0.378409028	-0.10472658	14444.6476	9459454.81	0.188386191
1177	39113003300	0.53287579	0.181976352	-0.399075554	-1.400106531	0.331414006	0.561303828	0.101808384	-0.265039995	-0.084091857	-0.824755542	-0.073930404	0.231675705	-0.025103371	0.144152137	-0.378409028	-0.169464718	7787.350982	2599174.114	-0.095923175
1178	39113003400	2.101270444	-0.504642704	1.180357379	-0.6232028	-1.284286187	-0.230800323	0.101808384	0.456508976	0.587166224	0.1466791	-0.073930404	0.361518442	0.948745975	-0.154848369	-1.301212471	4.876129952	14042.2584	6409918.344	0.411703851
1179	39113003500	0.30774672	-1.417795321	-0.960226186	-1.978993466	-1.726067162	-0.725865418	0.432877002	-0.935023969	-0.288801768	-1.076499275	0.103137777	-0.413607713	-2.166343171	2.052899443	-1.762614192	0.027477985	11967.43125	7566189.523	-0.65798117
1180	39113003600	1.093739752	-1.735189175	-0.085702915	-0.962150467	-0.794138034	0.660316847	0.366663278	-1.206542961	-2.169276534	-0.553760817	0.292554177	-0.747273354	-2.737989216	5.056452275	-1.301212471	-0.137138965	9454.330624	3342776.84	-0.310040536
1181	39113003700	1.465170201	-3.023318884	-1.116604634	-0.745402354	-0.794138034	0.264264772	0.366663278	-3.009507852	-0.431622636	-1.049844057	0.066105196	-0.85070659	-2.174373888	1.491896927	-1.301212471	-0.029874361	7969.511277	2506879.537	-0.679531587
1182	39113003800	-0.251210621	-0.621026957	-0.573645565	-1.942422797	-1.742258087	-0.6268524	0.76394562	-0.374505595	-0.074570466	-1.193486069	0.083818826	0.186438114	-2.079791598	1.035639437	-1.301212471	-0.21247789	9811.105362	4022837.926	-0.557726157
1183	39113003900	0.144195644	-1.353068583	-0.906913888	-1.177114645	-1.952945721	-0.923891456	0.565304449	-3.124352435	0.120618054	-1.237911434	-0.061671228	-0.026462936	-1.215732964	1.087170395	0.082992693	-0.208209871	6787.964183	2365906.024	-0.63674962
1184	39113020800	0.467270077	0.127986955	1.0728491	0.99215042	1.248540001	-1.220930513	1.426082855	0.7987925	2.267691775	0.219240529	-0.073930404	1.921117132	0.234760309	-0.493829803	0.544394415	-0.030690241	7374.864739	2668785.467	0.593843444
1185	39113020900	0.759891119	0.695927776	0.733198276	0.877086606	-0.138893838	-0.923891456	1.426082855	0.897709374	-0.683939504	-0.273881019	-0.073930404	0.337840955	0.497661178	-0.436519778	-0.378409028	-0.2238206	6392.348547	1814933.209	0.193257032
1186	39113021000	-0.925669097	0.355503148	-0.180315518	0.338338211	0.210830159	-0.626852398	1.426082855	0.661682483	0.491952312	-0.568569272	-0.073930404	-1.232350295	0.377082639	0.693514623	0.544394415	0.060359765	8036.939563	2890799.474	0.097003352
1187	39113021100	0.053146951	0.630102603	-0.696686933	0.12069813	-0.498692189	-0.626852398	1.095014238	-0.24114611	-0.836281763	-0.704807057	0.010537798	0.010717779	0.349634944	0.021644057	-0.378409028	-0.14299952	8234.378197	2633244.335	-0.114648656
1188	39113021200	0.849551324	0.229770921	0.397615594	0.725452125	-0.015277405	0.264264772	1.095014238	0.27358842	-1.040991674	-0.149489998	-0.073930404	-0.198641057	-0.277307651	-0.278716871	1.467197857	0.090689318	7798.313287	3827046.253	0.209924344
1189	39113021301	0.401182935	0.569353625	-0.441243549	0.166188475	0.019571636	0.264264772	1.359869132	0.715645075	0.32056727	-0.497488688	-0.073930404	1.240700924	0.396060335	-0.164915371	0.544394415	-0.138428318	13071.94961	7684643.411	0.292612017
1190	39113021302	0.545369184	0.521383154	-0.597551685	0.820892651	0.749653889	1.25439496	0.631518173	0.462798593	0.406259791	-0.515258834	-0.073930404	0.259331393	0.491754115	-0.493829803	0.544394415	-0.218068341	6030.380329	1979973.975	0.299319453
1191	39135410100	0.156187347	0.502150071	-0.924025301	0.401667906	0.666129271	0.858342885	-1.023824916	0.558749532	-0.003160031	-0.476756852	-0.073930404	-1.232350295	0.107232146	-0.493829803	-0.378409028	-0.208305156	49713.33158	154687404.5	-0.097758289
1192	39135430100	-1.427991262	0.781614129	-0.475054604	0.6326875	0.627785047	0.759329865	0.366663278	0.697717866	0.572884137	0.189623619	-0.073930404	-0.054706857	0.616325735	-0.493829803	0.082992693	-0.169414811	49659.92018	154078429.6	0.164543508
1193	39017010300	-1.105155021	0.740666145	-0.316034619	0.856571353	0.807427224	0.660316847	-0.229260234	0.529309253	0.301524488	0.82638718	-0.073930404	0.943486151	0.766753237	-0.493829803	-0.378409028	-0.210419043	77157.35652	320244057.2	0.226587733
1194	39151713700	0.186297373	-0.099733627	-0.599142155	-0.542925722	-0.021034178	-1.715995606	-0.758970022	-0.246219849	-0.022202814	-0.570050118	-0.073930404	0.206991686	-0.466536572	0.973345614	-0.378409028	-0.169799727	6971.896227	2201446.805	-0.268644697
1195	39151713202	0.381903653	0.62055418	-0.613375222	0.101520828	-0.583861598	-1.616982588	-0.957611193	0.530317277	0.463388138	-0.041388277	-0.073930404	1.646333663	0.531336087	-0.493829803	1.005796136	-0.18850384	27112.43091	23966783	0.04447919
1196	39151714200	0.056152716	0.089047614	-0.739642321	-0.707939717	-0.726547344	-1.715995606	-0.957611193	-0.335623447	-0.722025069	-0.900278662	0.101364104	-0.460339596	-0.889892288	0.453589392	-1.301212471	-0.195990684	11533.28815	4251344.446	-0.559559036
1197	39151712101	0.24883943	0.343751287	1.324472957	1.376588432	1.278043466	0.264264772	-0.494115128	0.662503368	0.234874749	0.893025227	-0.073930404	1.478098886	0.77378558	-0.493829803	1.467197857	0.221101637	24862.37516	22101384.59	0.59404202
1198	39151711312	0.487756485	0.81952471	1.417202243	1.455973544	1.644626586	1.650447037	-0.692756299	0.642099954	0.087293185	1.288410973	-0.073930404	0.730388768	0.660795089	-0.179827378	1.467197857	-0.113638125	24294.69771	25584956.44	0.705722764
1199	39099813500	0.072968119	0.523071108	-0.363575772	1.382832206	0.574946089	-0.725865418	1.293655408	0.330563014	-0.38401568	0.416192979	-0.073930404	0.612624424	0.760439577	-0.493829803	1.467197857	-0.053939459	51193.20517	163699132.3	0.33370839
1200	39099813300	-0.632468782	0.793478932	-0.639571377	0.805729204	0.807941221	0.264264772	1.426082855	0.157716771	-0.598246983	7.54E-05	-0.073930404	-1.232350295	0.698850992	-0.397718281	0.082992693	-0.195442279	51967.66495	149068524.8	0.079212777
1201	39029950800	-0.14909471	0.727018278	-0.472670773	0.805729204	0.807941221	0.264264772	-0.030619063	0.927894318	-0.326887333	-0.017694749	-0.073930404	-1.232350295	0.397695499	-0.493829803	0.082992693	-0.175565388	51801.10541	146097946	0.065055842
1202	39029950900	-0.453995329	0.773469938	-0.497312321	0.62198389	0.710641468	1.848473073	-0.295473957	0.436075307	0.092053881	0.272550967	-0.073930404	1.842607569	0.397695499	-0.418453579	-0.378409028	-0.194970808	64011.62256	161344166.5	0.292687885
1203	39109355000	0.648804055	0.597837137	0.349213752	1.443485995	1.374006826	-1.121917493	1.823365197	0.540151919	-0.298323159	0.145198255	0.068211684	1.489314538	0.354347779	-0.493829803	0.544394415	-0.019506776	33729.11015	33807888.1	0.465297145
1204	39113130101	-0.103232966	0.838535963	-0.119874192	1.073319465	1.169024566	-0.032774285	1.69093775	0.798989751	0.925175613	0.269589276	-0.073930404	-1.232350295	0.677594154	-0.493829803	0.544394415	-0.208031326	41564.69829	100648481.7	0.357721105
1205	39113110100	-0.239862022	0.559265544	0.029900481	1.112566038	1.08514015	-0.824878438	-0.16304651	-0.044394654	4.481415233	1.175866716	-0.073930404	1.683719171	-0.008466705	-0.493829803	1.467197857	0.012437769	41065.24536	72942272.18	0.609943776
1206	39113004000	-1.820674747	-2.573458046	-0.668627894	-1.526765922	-1.945801154	-3.102177872	1.823365197	-2.713603364	-1.640839321	-0.685556066	-0.073930404	-1.232350295	-0.428880214	3.08821001	-2.224015914	-0.015772835	7162.880914	1861751.62	-0.983804928
1207	39113004100	-0.008020123	-3.396607717	-0.512526792	-1.880877036	-1.960758485	-1.914021646	0.432877002	-1.431389936	-1.35995828	-1.01578461	-0.073930404	-1.232350295	-2.715422993	2.047337715	-1.762614192	-0.204847037	8495.802174	3621544.525	-1.061805927
1208	39113004200	-0.285042039	-1.29508109	-0.370160174	-1.667696793	-1.639664158	-3.102177872	0.565304449	-1.978677857	-1.102880717	-0.854372452	-0.073930404	-1.232350295	-2.656646776	0.311673554	-1.762614192	-0.189022444	7514.601264	2685090.943	-1.083333704
1209	39113004300	-0.10656416	-0.482415493	-0.837646932	-1.231524665	-1.166323728	-3.102177872	1.823365197	-2.070543415	-0.812478285	-1.000976155	0.66590502	-0.185556127	-3.064090477	1.886776047	-1.762614192	-0.19676585	16674.9572	12467670.71	-0.727726943
1210	39113004400	0.133670179	-1.202600179	-0.904615489	-2.06462235	-1.739842298	-0.230800323	0.234235831	-1.117296219	-0.117416726	-1.051324902	0.074029289	0.337840955	-0.211647919	0.608416814	-1.301212471	-0.20075785	7028.389383	2270243.799	-0.547121479
