OBJECTID	FIPS	AvComTm	PerNVHHs	PerColAtt	PerInd	FreRedLun	ValAdd	CoEdSites	UnempRT	MedRnt	MedHmVal	PerLIHTC	mRFEI	PerFamPov	PerPT	IntAcc	JobRatio	Shape_Length	Shape_Area	OI_v1_new
1	39123050100	2.211468205	0.635361329	0.722674684	0.827582407	-0.170144894	0.46229081	-1.023824916	0.526954686	0.206310575	2.966208914	-0.073930404	-1.232350295	0.78685544	-0.376812168	0.544394415	-0.144873389	39999.42194	28712548.24	0.429260337
2	39069980600	-0.067589002	0.509175663	-0.738022089	0.747305329	-0.124399105	-0.428826361	-0.758970022	0.369425698	-0.231673421	-0.478237697	-0.073930404	0.337840955	0.405652907	-0.493829803	-0.378409028	-0.164932056	74055.01658	304746750.7	-0.098088652
3	39069980100	-0.496339676	0.386364086	-0.491289452	0.667474234	0.678311016	-0.725865418	-0.758970022	0.197988084	-0.293562464	0.022288079	-0.073930404	0.573369643	0.722695216	-0.396402761	-0.378409028	-0.181187501	71907.83609	312560299.1	-0.034216648
4	39069980500	-0.087282408	0.755468648	-0.809025299	-0.864034037	0.495225055	0.26426477	-0.758970022	0.198325454	0.077771794	-0.309421311	-0.073930404	-1.232350295	0.288368852	-0.493829803	0.082992693	-0.20728668	86800.89268	449443429.9	-0.167107062
5	39069980200	0.63115741	0.677025899	-0.420047778	0.848543646	0.734799357	0.759329865	-0.758970022	0.208997087	0.458627443	0.093368662	-0.073930404	-1.232350295	0.948745975	-0.493829803	-1.301212471	-0.16044996	117491.0817	382773192.7	0.057487788
6	39069980700	0.442304409	0.621294479	-0.769778452	-1.174438742	0.713468454	-0.428826361	-0.758970022	0.506075619	0.63477318	-0.482680234	-0.073930404	0.547199787	0.314964061	-0.493829803	-0.378409028	-0.190265464	93868.90838	386781172.6	-0.060690533
7	39069980400	1.075090643	-0.357639775	-0.500298277	-1.19317006	0.643102177	0.759329865	-0.758970022	-0.393355622	-0.741067851	-0.475276006	-0.073930404	1.018257163	0.234236226	-0.493829803	-0.378409028	0.062023645	33768.12586	65765497.18	-0.098369196
8	39069980300	0.891956555	0.658881709	-0.072031494	0.772726405	0.643102177	0.759329865	-0.758970022	0.368954851	-0.698221591	-0.272400174	0.020041146	1.018257163	0.511692617	-0.379542117	0.544394415	-0.02562232	30614.22528	27831042.85	0.248909324
9	39155931400	0.345678398	0.160450801	-0.564473258	0.691557358	-0.310620451	-0.329813343	1.359869132	-0.100727267	-0.441144028	-0.974320937	-0.073930404	0.07801169	-0.042867507	-0.414930743	-1.301212471	-0.163550052	23582.26545	27872519.45	-0.130126443
10	39145992600	-2.168626175	0.116215975	-0.595609082	1.016233544	0.263514917	0.46229081	-0.825183746	0.074396128	-0.631571852	-0.795138632	-0.073930404	1.096766725	-0.431806886	-0.493829803	-1.301212471	-0.192622597	88491.19113	256704889.5	-0.280007097
11	39145992700	-0.721363122	0.807141943	-0.307304785	1.016233544	0.556544974	-0.032774285	-0.825183746	0.661172633	-0.364972898	-0.256110873	-0.073930404	-1.232350295	0.334718302	-0.493829803	-0.378409028	-0.219177854	93434.09202	237345437.8	-0.095599731
12	39145992300	-2.063929443	0.540530348	-0.738579345	0.142105351	0.298775155	-1.220930513	-0.692756299	-0.612945803	-0.674418113	-0.806985396	-0.029641851	-1.232350295	-0.209214887	-0.433446748	-1.301212471	-0.204182392	138879.3465	517172794.5	-0.577448919
13	39145994000	-0.615113651	0.556288439	-0.726696671	0.343690016	-0.66625542	1.452420998	-0.825183746	0.317894313	-0.422101245	-0.774406795	-0.073930404	-1.232350295	-0.113839569	-0.493829803	-0.378409028	-0.209672173	100306.5679	485031819.4	-0.24134344
14	39145992400	-1.54515412	0.568589797	-0.56735696	0.142105351	0.298775155	-1.220930513	-0.692756299	-0.302582052	-1.526582627	-0.688517757	-0.073930404	-1.232350295	0.013067478	-0.410494803	-0.378409028	-0.18854701	77688.66112	240853434.8	-0.48781713
15	39145992500	-0.868366477	0.312664682	-0.511891647	-0.146892133	-0.163154527	-1.022904475	-0.692756299	0.387149429	-0.393537072	-0.504892916	-0.073930404	-0.054706857	0.058348031	-0.493829803	-0.378409028	-0.19953282	81460.78429	135967264.9	-0.296665145
16	39145993100	-0.598554581	-0.133765473	-0.7000331	-1.758677483	-1.708591242	1.25439496	-0.758970022	-0.345175596	-0.798196198	-1.036516447	-0.073930404	-0.218579993	-1.107263822	-0.493829803	0.082992693	0.032435936	38508.19551	40415279.05	-0.522641286
17	39145993200	0.850253905	-1.222014853	-0.763356173	-1.689104015	-1.708591242	-0.230800323	-0.825183746	-2.137929049	-1.493257757	-1.295664408	-0.073930404	0.62570935	-0.941663296	-0.493829803	-0.378409028	-0.169549364	12561.01266	8483039.033	-0.746707513
18	39145993600	0.76144868	-1.3378186	-0.395654476	-0.20219412	0.491601371	2.640577226	-0.825183746	-1.273243957	-1.526582627	-1.526676305	0.012242661	-0.73855007	-1.40182871	-0.493829803	-1.301212471	0.499256908	9516.920833	3571359.752	-0.413603002
19	39145993800	0.444174533	0.696920107	0.302754762	0.395424134	0.563509642	0.957355905	-0.692756299	0.6707329	-0.326887333	-0.408637959	-0.073930404	-0.462718675	0.203425459	-0.493829803	1.005796136	-0.036798995	39000.59662	41118896.81	0.171533382
20	39145993900	-0.757581748	0.73172441	-0.805359239	0.343690016	-0.118385332	1.848473075	-0.825183746	-0.39385719	-0.245955508	-1.036516447	-0.073930404	-0.161085615	0.230650005	-0.493829803	-0.378409028	-0.187417002	33442.12264	37253050.91	-0.145185847
21	39145992800	-0.980646543	0.451379529	-0.652495128	0.022135717	0.305611324	-0.230800323	-0.825183746	0.61685562	-0.564922113	-0.658900847	-0.073930404	-0.224810908	0.030328516	-0.493829803	-0.83981075	-0.176008224	65411.30721	165107105.1	-0.268439255
22	39145992100	-0.321145071	0.382991859	-0.50696512	-0.203978055	0.29985455	0.165251752	-0.692756299	0.399166294	-1.183812543	-0.5922628	-0.073930404	0.020998791	0.14290872	-0.493829803	1.005796136	-0.192215296	81267.55986	216971899.6	-0.115245456
23	39145993000	0.235150318	0.17457333	-0.921118158	-0.18435477	-0.535751419	-0.032774285	-0.825183746	-0.407357112	-0.783914112	-1.083903503	-0.073930404	-1.232350295	-0.669286959	-0.080605629	-0.378409028	-0.209552737	22234.80428	21835938.07	-0.438048032
24	39145992200	-2.105145681	0.461980355	-0.631511645	0.335662308	-0.179602451	0.46229081	-0.692756299	-0.954680688	-0.821999676	-0.537471517	-0.073930404	-0.237895838	-0.515100847	-0.493829803	-0.378409028	-0.187457196	72439.02016	171248564.4	-0.4093661
25	39145992900	0.245153805	0.352793342	-0.565299366	1.016233544	0.556544974	-0.032774285	-0.825183746	0.178450273	-0.812478285	-0.48712277	0.004805184	0.169606178	0.00992998	-0.426684766	0.544394415	-0.077883249	37569.59921	41675421.3	-0.009344673
26	39145993300	1.341980827	-0.481163433	0.421547044	-1.946882634	-0.229845721	-0.032774285	-0.825183746	-0.04392026	0.772833353	-0.577454345	-0.073930404	0.534114862	-0.176716218	-0.493829803	0.544394415	-0.035602221	9366.698863	3177777.694	-0.081402036
27	39145993400	0.252400071	-0.822179223	-0.566060452	-1.946882634	-0.229845721	-0.032774285	-0.825183746	-1.270552876	-0.979102632	-1.109077876	-0.073930404	-0.523894959	-1.649364736	-0.355756447	-1.301212471	-0.153850236	7276.717028	2316136.585	-0.724204289
28	39145993500	1.950745027	-1.26246468	-0.992222288	-1.946882634	-0.229845721	-0.032774285	-0.825183746	-1.56849253	-0.464947506	-1.303068635	-0.073930404	-0.244749844	-2.411981618	-0.493829803	-1.301212471	-0.166198309	9885.672404	3192604.578	-0.710439965
29	39145993700	0.720318917	-0.733530501	-0.03854667	-0.04253193	0.342387856	0.858342885	-0.825183746	-1.445415378	-2.274011838	-0.855853297	0.021359521	-0.475605345	-1.130039035	-0.148371368	-1.301212471	0.032176057	8033.579206	2108620.494	-0.455982271
30	39103415100	-1.184252263	0.8099105	0.426534173	1.066183724	0.671063649	0.066238733	0.697731896	0.739136385	0.372934922	1.001126948	-0.073930404	0.272416319	0.876913507	-0.454505509	1.467197857	-0.083345109	15177.19965	11423676.45	0.416959708
31	39103415200	-0.663121446	0.714912351	-0.0472162	1.042992567	0.972523267	-0.725865418	0.432877002	0.657158042	0.796636831	0.505043709	-0.073930404	1.188361217	0.75256286	-0.428503283	0.544394415	-0.096914903	11815.96253	8225506.652	0.348244413
32	39103415300	-1.787614498	0.43881404	-0.363328104	0.905629566	1.442162914	0.264264772	0.101808384	0.469825213	0.43958466	0.125947263	-0.073930404	-0.185556127	0.60428329	-0.179925355	-0.378409028	-0.139696456	10638.63096	6556290.867	0.105241258
33	39103415400	-0.959250943	0.715535863	-0.239843381	0.927928757	1.434144551	-0.52783938	0.101808384	0.48130562	0.092053881	0.525775546	0.074289328	-1.232350295	0.62605876	-0.139150521	1.467197857	-0.185665079	11042.58501	7268269.667	0.197624934
34	39103415800	-2.020786995	0.776712244	0.453674525	0.960039588	0.607996138	-0.428826361	0.035594661	0.704243878	1.463134216	1.05295654	-0.073930404	-1.232350295	0.67723714	-0.32171772	1.467197857	-0.173240332	19973.70311	15787069.56	0.246745918
35	39103416000	-0.971390783	0.590667149	0.345666745	0.976095004	0.929398864	0.759329865	0.101808384	0.625128086	0.372934922	0.293282804	-0.073930404	2.496853925	0.527051928	-0.437756273	0.544394415	-0.033523751	15978.70293	10699859.39	0.44037568
36	39103416100	-0.752645807	0.788492124	-0.01780668	0.985014679	0.586613836	-0.52783938	-0.361687681	0.348860619	-0.298323159	0.34363155	-0.073930404	1.908032206	0.886255715	-0.442175672	1.467197857	-0.202783279	20190.75959	23780460.93	0.289806658
37	39103416200	-1.450781018	0.133191306	-0.261987662	0.927928757	0.88241948	-0.52783938	-0.758970022	-0.659244119	0.039686229	1.208445317	0.018884458	1.515484393	-0.179622668	-0.344672577	-0.378409028	-0.172453825	19251.2637	22683017.19	-0.000496272
38	39103416300	-1.274599283	0.796662558	0.168328858	0.975203037	0.250613576	-0.428826361	0.565304449	0.651684729	0.030164838	0.833791408	-0.073930404	-1.232350295	0.646056277	-0.205725614	0.544394415	-0.195977834	8963.418354	3406796.177	0.128174647
39	39103416400	-0.479587765	0.243988899	-0.093246132	1.021585352	1.35575991	-0.329813343	0.366663278	0.302842056	-0.303083855	0.453214117	-0.073930404	-1.232350295	0.701464956	-0.192753181	-1.301212471	-0.213184148	10681.3905	4898924.036	0.014147311
40	39103409001	-1.79491227	0.870457246	-0.654186005	0.87039685	0.880980287	-0.032774285	-0.891397469	0.508449071	1.605955085	0.719766305	-0.073930404	-1.232350295	0.832481892	-0.493829803	-0.378409028	-0.223289474	44105.57928	120605142.8	0.032087981
41	39103410000	-2.573210235	0.651805196	-0.54699339	0.853003483	0.93042686	0.066238733	-1.023824916	0.61241705	0.120618054	0.58352852	-0.073930404	-1.232350295	0.39249691	-0.493829803	-0.378409028	-0.211209589	64071.12501	226792144.9	-0.145201428
42	39103408200	-0.963212455	0.47544015	0.684949949	0.961823522	1.515715977	0.26426477	-1.023824916	0.487473197	0.001600664	0.642762339	0.014518834	0.864976588	0.405574471	-0.454541145	0.544394415	-0.059166381	29159.81573	43314885.47	0.272671874
43	39103409002	-1.085287516	0.685872654	0.04147427	0.905629566	1.248488602	0.264264772	-0.295473957	0.891763083	0.353892139	0.693111086	-0.073930404	0.010717779	0.646461756	-0.263803096	0.544394415	-0.206119611	44096.87742	92998447.96	0.272590971
44	39103403001	-2.575403002	0.771328486	-0.28547525	1.015341577	1.302663954	-0.032774285	0.366663278	0.212589828	1.744015257	0.878216772	-0.073930404	-1.232350295	0.628392178	-0.493829803	-0.378409028	-0.202666448	40827.93463	103601560.6	0.102773301
45	39103402000	-1.606703658	0.788622532	-0.208160863	1.015341577	1.302663954	-0.032774285	2.684143603	0.452052732	-0.498272375	1.6408522	-0.073930404	0.730388768	0.653771897	-0.465757391	0.544394415	-0.125973554	43347.35852	117869018.1	0.425041197
46	39103408301	-0.758541144	0.806142654	1.820179787	0.721438271	1.64596298	-0.428826361	-0.692756299	0.544887738	1.006107438	1.226215463	-0.073930404	0.992087311	0.769430426	-0.424014934	1.467197857	0.575391461	19128.98472	13048625.47	0.574810765
47	39103406000	-0.61451088	0.616342334	1.284352863	1.177679668	1.635066229	-1.51796957	1.88957892	1.004367432	0.739508484	2.675963198	-0.073930404	-1.232350295	0.805380357	-0.493829803	1.467197857	-0.138592321	44693.8011	118871295.1	0.576515879
48	39103407000	-1.577482304	0.870457246	1.406408668	1.013557644	1.805456448	-1.220930513	1.095014238	0.595026801	1.577390911	2.0021785	-0.073930404	2.693127831	0.780094877	-0.493829803	1.467197857	-0.041317445	40868.59594	76151693.94	0.743651285
49	39103405000	-1.126721623	0.799778378	1.22287376	1.23476559	1.839020494	-1.51796957	3.74356318	0.191886025	2.062981863	1.781532522	-0.073930404	-1.232350295	0.830380966	-0.418130538	0.544394415	-0.140948228	41437.69737	106724732.3	0.608820408
50	39103413000	-0.303392555	0.717476631	0.228084867	0.572925675	0.606402745	-1.418956551	0.035594661	0.163387491	-0.1459809	0.571681756	-0.073930404	-0.00236715	0.687270602	-0.349356804	-0.378409028	-0.124170279	42722.0114	114261792.6	0.049141297
51	39103411001	-0.787543684	0.695122552	-0.617831551	0.87039685	1.372824632	-0.428826361	-1.023824916	0.156428786	1.201295958	0.586490211	-0.073930404	1.25378585	0.771553066	-0.493829803	1.005796136	-0.083932866	62946.16309	99433360.68	0.275248404
52	39103411002	-1.084910953	0.427890246	-1.067459583	0.87039685	0.880980287	-0.428826361	-0.891397469	0.666383094	-0.555400722	-0.384944431	-0.044996311	0.220076611	0.692596171	-0.493829803	-0.378409028	-0.165217845	19160.95862	20281556.95	-0.108566828
53	39103400100	-0.973892638	0.747662014	0.909010972	1.01444961	0.724159606	-0.428826361	5.59754744	0.544106622	1.734493866	2.126569521	-0.073930404	0.403265592	0.815674962	-0.437583003	1.467197857	-0.150119193	44409.20852	123081704.9	0.876236654
54	39103408302	-1.291798227	0.843405776	1.484463451	0.949335972	1.692119968	-1.220930513	-0.692756299	0.742933708	0.12537875	0.684226013	-0.073930404	0.010717779	0.622560416	-0.298990817	1.467197857	-0.138357369	19057.9451	17259968.57	0.306598504
55	39103408000	-0.920685561	0.309955954	0.946740027	1.058156016	1.457582843	0.660316847	-0.692756299	0.726941803	1.063235785	0.777519279	-0.073930404	0.864976588	0.575102037	-0.336275397	0.082992693	0.163853619	27697.23097	28769397.5	0.416482864
56	39103408100	0.029778358	-0.150974552	-0.046353867	0.678177845	1.457582843	0.660316847	-1.023824916	0.45078404	-0.317365942	0.395461142	-0.041353997	0.399527041	-0.142166134	-0.383965923	0.544394415	0.073276121	21863.40544	21603598.46	0.161455833
57	39103404000	-0.955309218	0.815989185	1.140335685	1.142892936	1.64596298	-0.428826361	-0.692756299	0.765952015	0.649055267	1.541635552	-0.073930404	0.730388768	0.78886596	-0.367171802	1.467197857	0.025962009	42844.44699	60698136.16	0.512265258
58	39103417000	-0.349933973	0.404606979	0.785986117	1.131297354	1.016058867	1.25439496	0.896373067	0.896561103	0.663337354	0.539103155	-0.073930404	0.337840955	0.610665262	-0.493829803	1.005796136	0.02599123	24498.78621	34274013.08	0.540644897
59	39103417100	0.740143379	0.324306377	1.079737788	1.314150702	1.491917886	1.650447036	-0.427901404	0.488467174	-0.603007678	0.47838849	-0.073930404	0.285501248	0.900103865	-0.458970483	1.005796136	0.025090098	20062.20892	24736856.74	0.513765013
60	39103417200	0.464990451	0.531752686	0.173347846	1.168759993	1.429312973	0.066238733	-0.427901404	0.254749547	0.068250403	0.392499451	-0.073930404	-1.232350295	0.676815966	-0.493829803	1.005796136	-0.136825305	20206.53576	25309879.41	0.241729811
61	39103417300	-0.622821702	0.707867544	0.379018248	1.219602149	1.328055437	2.838603263	0.830159343	0.318459047	0.177746402	0.266627585	-0.073930404	-1.232350295	0.912819916	-0.493829803	0.082992693	-0.104836881	23340.64912	34027164.88	0.408386409
62	39103412000	-0.966590892	0.672971714	0.226741696	1.008205836	0.93027266	-0.032774285	-0.560328851	0.101041007	1.277467088	0.995203566	-0.073930404	-0.512679307	0.873140105	-0.493829803	1.467197857	-0.138668057	43222.89132	116303556.3	0.298339996
63	39103403002	-0.734119978	0.756303056	0.349814679	1.133081295	1.302663954	0.264264772	1.426082855	0.83750187	0.968021873	1.183270944	-0.073930404	-1.232350295	0.614581255	-0.493829803	-0.378409028	-0.167816851	40607.81093	77477468.76	0.359695637
64	39165030504	-0.239032108	0.870457246	1.319728617	-0.110321463	1.878032915	-0.329813343	0.300449555	0.906642113	1.153689002	2.055488938	-0.073930404	1.384635124	0.849457601	-0.3398996	1.467197857	-0.055067176	15500.62663	13818632.32	0.68985718
65	39165030800	-0.186992619	0.825087859	0.979278527	1.278472004	1.457634243	-0.230800323	-0.361687681	0.564867665	1.096560654	1.72970293	-0.073930404	0.468690225	0.83326736	-0.493829803	0.544394415	-0.153144309	43100.83	99833762.95	0.517348171
66	39165030900	-0.08355552	0.782287762	2.283516937	1.205330666	1.85734451	-0.52783938	-0.030619063	0.859846288	3.376933852	1.691200947	-0.073930404	1.515484393	0.846241626	-0.493829803	1.467197857	-0.127983572	39118.09638	63422729.96	0.909226694
67	39165030600	-0.182731736	0.604175134	-0.329641315	0.328526568	0.541227844	-0.428826361	-0.096832786	0.501089223	0.51575579	0.385095224	-0.073930404	1.035703734	0.595990178	-0.493829803	0.082992693	-0.107656411	29805.21468	31827439.48	0.179819223
68	39165031902	-0.991880944	0.57887136	1.971559544	1.67718149	1.97749146	0.36327779	-0.229260234	0.61811094	0.015882751	0.858965781	-0.073930404	-0.308928299	0.723585566	-0.41809031	1.467197857	0.0145807	26153.96871	26550976.37	0.515288441
69	39165030501	0.610579461	-0.267133696	-0.656763384	0.440022511	0.215096339	0.561303828	0.300449555	-0.283872213	-0.412579854	0.037096534	0.442560002	1.05057297	-0.856105145	-0.493829803	1.005796136	0.046603284	33012.9103	24460641.62	0.108737283
70	39165031903	-0.725421029	0.73072152	2.541611092	1.622325489	1.97312248	0.36327779	-0.096832786	0.443508127	-0.974341936	2.477529903	-0.073930404	-1.232350295	0.812505791	-0.287316433	1.467197857	-0.031707887	23648.95829	28541301.89	0.563118705
71	39007000102	0.438580942	0.504459397	-0.764973623	0.443590381	-0.438091866	-1.121917493	-1.023824916	-0.569090983	-0.841042459	-0.65149662	-0.073930404	-0.120131494	-0.261664897	-0.493829803	-0.378409028	-0.20483488	15059.13246	9735161.439	-0.347287984
72	39007001100	-0.691893547	0.426086932	-0.183144199	0.385612491	0.347142334	-0.824878438	-1.023824916	0.044021952	-0.34116942	0.210355456	-0.047456096	1.070596874	0.548452268	-0.286680963	0.544394415	-0.119081162	84453.8515	384057289.6	0.003658374
73	39007000900	-0.752055081	0.207498782	-0.69435431	0.57114174	-0.538989604	1.551434018	-1.023824916	0.243154381	-0.360212202	-0.315344693	-0.073930404	-0.517352494	0.467301875	-0.493829803	-0.378409028	-0.138244109	38851.39173	78090892.37	-0.140375991
74	39007001200	-1.437821992	0.62633253	-0.639649285	0.360637399	-0.600566521	0.36327779	-1.023824916	0.165620915	0.225353358	-0.09617956	-0.073930404	-0.13321642	0.359116753	-0.493829803	1.005796136	-0.212495677	105908.8504	614796071.5	-0.100336231
75	39007000200	0.302005615	0.668925428	-0.185816243	0.328526568	-0.04909845	0.36327779	-1.023824916	0.470422357	-0.950538458	-0.005847986	-0.073930404	-0.394914963	0.554471926	-0.439470993	0.082992693	-0.190866204	46238.08087	84244627.66	-0.03398039
76	39007001000	-1.74956598	0.79033552	-0.287591307	0.806621171	0.495122256	0.957355903	-1.023824916	0.350445116	1.067996481	0.393980297	-0.073930404	0.49486008	0.52337748	-0.443661979	0.544394415	-0.16365623	95433.63289	492902295.7	0.167641119
77	39061022301	0.161475947	-0.288754809	-0.134967299	0.36420527	-0.625495407	0.957355903	-0.758970022	0.403884425	0.282481705	-0.180587753	0.399459953	-0.228693249	0.328875636	-0.254156078	-0.83981075	0.84662462	16353.22004	14419793.5	0.027058006
78	39061023001	0.873214346	-0.696362132	0.299768693	0.326742633	-0.339301519	0.561303828	-0.692756299	0.861491122	0.491952312	0.096330353	-0.073930404	-0.442592376	0.948745975	0.370431155	0.082992693	0.642393531	28334.87874	29362508.3	0.206901494
79	39061023002	0.68516153	0.45518878	0.547757139	0.679069812	0.572376101	0.46229081	-0.692756299	0.671359659	-0.560161418	0.241453211	-0.073930404	-1.232350295	0.625730205	-0.388070645	1.005796136	-0.151801192	13287.15904	6432544.863	0.177944571
80	39061021602	-0.485783643	-0.264474071	-0.624931377	-0.343124992	-1.379684149	-0.52783938	-0.361687681	-0.882814043	1.286988479	-0.679632684	0.016743284	-1.232350295	0.227034344	-0.291177002	-0.378409028	-0.209718131	13254.05291	5246534.168	-0.383178773
81	39061021900	-0.602004644	0.079680068	-0.193184249	0.243789651	-0.639527543	0.561303828	-0.361687681	0.052643347	0.51575579	-0.371616822	-0.073930404	-1.232350295	-1.257280598	0.394909745	0.082992693	-0.217277212	4713.23287	1249729.421	-0.18861152
82	39061022101	-0.038320088	0.430517834	0.989834603	-2.165414682	0.193354239	-1.914021646	-0.361687681	0.645846485	1.472655608	0.408788752	-0.073930404	-1.232350295	0.72232664	-0.331768081	1.005796136	-0.067614563	19972.99794	12808119.61	-0.019749196
83	39061000100	4.54916817	0.870457246	-1.290243531	-0.596443774	-2.183370865	0.36327779	-0.626542575	None	None	None	-0.073930404	-0.551293568	None	None	-3.146819357	1.35600505	12359.5558	6447811.218	None
84	39061000200	-2.09818484	-3.521457172	-0.987127912	-1.048671319	-1.370997589	-0.824878438	-0.626542575	-0.323919792	-1.060034457	-0.494526998	-0.073930404	0.222155038	-2.474393531	7.503700666	-1.301212471	-0.222586072	3199.455773	482794.2537	-0.543912992
85	39061000301	-0.763154158	-5.62185471	-0.815509221	-1.048671319	-1.370997589	-0.824878438	-0.626542575	0.243454111	-1.19809463	None	0.428262329	0.004205698	-3.427243097	4.010981917	-1.762614192	-0.22745494	2120.099283	263432.1472	None
86	39061000302	-0.360062601	-1.690330523	0.744503129	-1.048671319	-1.584255211	-0.824878438	-0.626542575	-0.1725004	-1.055273761	0.496158636	3.375972009	-0.149259943	-3.389404383	1.16057103	-0.378409028	-0.182537272	2236.580804	302507.4687	-0.355307541
87	39061000400	-0.889469841	-3.318393166	1.613465961	-1.048671319	-2.162245562	-0.923891456	-0.626542575	0.043324931	-1.864592015	1.510537797	0.809506542	0.056011756	-0.812018003	1.307453828	-0.83981075	0.542655737	7553.426433	1476962.219	-0.412667383
88	39061000600	0.930731517	-2.505798949	1.199927659	-1.402782433	-1.24871755	0.165251752	-0.626542575	1.200593669	-0.179305769	3.536334428	-0.073930404	-0.362202643	0.948745975	1.414116432	1.467197857	None	6211.19965	1909947.707	None
89	39061000700	1.576081184	-3.923097952	0.648887359	-0.935391441	-1.24871755	0.561303828	-0.626542575	0.703730671	-0.522075853	1.38466593	-0.073930404	-0.315333506	0.948745975	2.072148358	1.005796136	1.079222674	5108.202882	1305191.566	0.145968302
90	39061000800	0.672964548	0.576835343	0.310955708	-1.048671319	-1.370997589	-0.923891456	-0.626542575	0.760536014	0.687140832	0.109657963	-0.073930404	-0.033616967	-0.07463348	-0.493829803	-0.378409028	0.170969399	3036.954814	415305.7585	-0.108466426
91	39061000900	0.628430394	-4.601210636	-0.867058024	-0.935391441	-1.5650831	0.561303828	-0.626542575	0.773181349	-1.736053234	-0.149489998	0.57666664	-0.033979442	-0.245196722	8.239002276	-2.224015914	0.291676166	2952.762844	502123.1963	-0.119610027
92	39061001000	1.012020698	-1.473832539	0.783336657	-0.935391441	-1.24871755	0.561303828	-0.626542575	0.427148335	0.172985706	1.162539107	0.921432804	-0.036743928	-1.950829147	2.036518126	-0.378409028	0.506826202	2634.443355	412662.2948	0.058352828
93	39061001100	-0.768801599	-4.18493473	0.028142091	-1.404566369	-1.24871755	-0.6268524	-0.626542575	-2.826986905	-1.969327318	1.923693689	0.076069707	-0.099008979	-3.375857528	2.903392979	-1.762614192	1.080654676	3954.894881	643585.2345	-0.805141063
94	39061001200	1.47410043	0.617714904	3.429902534	-1.404566369	-1.181538058	-0.6268524	-0.626542575	1.200593669	-0.041245596	3.94949032	-0.073930404	-0.715495674	0.948745975	-0.493829803	1.467197857	0.030091621	4622.666604	650944.2833	0.497114777
95	39061007700	-2.502251499	-3.383923963	-1.181588144	-1.131624301	-2.060628228	0.660316847	-0.692756299	-2.129768588	-1.816985059	-1.026150529	0.091309001	-0.298279093	-3.126793557	4.337159655	-1.762614192	-0.181566852	9478.27081	3701910.575	-1.01288405
96	39061007800	0.236946418	0.133998627	0.569287577	-1.95580231	-2.060628228	-0.52783938	-0.626542575	0.131448418	-0.593486287	-0.510816298	-0.070603534	0.562153991	0.328608574	1.173305086	-0.378409028	-0.12717582	5770.482049	2052607.539	-0.232222173
97	39061007900	-0.289301272	-0.246332204	0.118645382	-1.462544259	-1.990673148	-0.52783938	-0.957611193	0.958055885	-0.941017067	-0.528586444	-0.073930404	0.206991686	-0.241149459	0.534988199	-1.301212471	-0.216297118	8476.992447	1645666.805	-0.434863329
98	39061008000	-0.697715371	-3.829919095	-0.659313866	-0.088914243	-1.776027733	0.957355903	-0.361687681	-2.234153526	-1.24094089	-0.672228456	0.4281239	0.155586615	-3.808073343	3.460609414	-1.301212471	-0.126932198	19326.78512	11208624.46	-0.73721519
99	39061008100	-0.3428751	-0.331948811	-0.574841517	-0.168299354	-1.222195272	0.759329865	-1.023824916	-0.070905786	-0.569682809	-0.321268075	-0.073930404	-1.036076389	0.05967595	0.085163701	-0.378409028	-0.195322117	15232.75634	4708711.756	-0.337838129
100	39061008201	-0.657246338	-1.171769277	0.45055548	-0.763241705	-0.8016424	1.947486093	-1.023824916	-0.084193103	-0.503033071	-0.186511135	0.090456133	-0.839802483	-0.090051626	1.51063985	0.082992693	-0.209264512	10372.64796	2757414.986	-0.140528145
101	39061026101	-0.522573472	0.57073953	-0.127744529	0.822676587	-0.817627726	1.056368923	-1.023824916	0.293815703	0.249156836	0.032653997	-0.073930404	0.87245369	0.401383512	-0.319335859	0.544394415	-0.047665625	18946.28042	11774431.41	0.119433791
102	39061020705	0.288157123	0.44392068	-0.5418951	0.452510057	0.054266477	-1.715995608	-0.626542575	0.776781948	0.030164838	-0.12579647	-0.073930404	-0.671567705	0.681445371	-0.493829803	-0.378409028	-0.127282629	8742.819566	4697962.647	-0.126750177
103	39061020505	-0.794871367	0.53845156	-0.49870664	0.424859062	0.21489074	0.46229081	-1.023824916	0.539356408	1.029910916	-0.220570582	-0.073930404	-0.159386275	0.608681363	-0.119694402	0.544394415	-0.138568297	12334.25104	5664547.556	0.083330149
104	39061021509	-0.426877874	0.405161242	-0.499583377	-0.29317481	-0.304863677	0.165251752	-1.023824916	0.150470206	0.78711544	-0.248706646	0.059842392	-0.57810394	-0.529702882	-0.375522616	0.082992693	-0.174732208	26166.6402	12725239.85	-0.175266201
105	39061020742	-0.03389462	0.499008695	-0.673629892	-0.182570834	-0.869849887	0.36327779	-1.023824916	0.690641606	1.087039263	-0.57893519	-0.073930404	-0.544456987	0.169381749	-0.203741379	0.082992693	-0.192213592	9252.031136	3302616.527	-0.092794119
106	39061020762	0.067354946	0.065927419	-0.483546152	-0.40199485	-0.158168749	-0.6268524	-0.361687681	0.719236105	-0.088852552	-0.297574547	-0.073930404	0.004175315	0.373623637	0.488590484	-0.378409028	-0.168003663	8348.884033	2857319.858	-0.082507008
